,Year,GP,Driver,Team,Points
335,2015,16,Marcus Ericsson,Sauber,0.0
336,2015,16,Will Stevens,Manor Marussia,0.0
337,2015,16,Alexander Rossi,Manor Marussia,0.0
338,2015,16,Carlos Sainz,Toro Rosso,0.0
339,2015,16,Felipe Massa,Williams,0.0
340,2015,17,Nico Rosberg,Mercedes,25.0
341,2015,17,Lewis Hamilton,Mercedes,18.0
342,2015,17,Kimi Räikkönen,Ferrari,15.0
343,2015,17,Sebastian Vettel,Ferrari,12.0
344,2015,17,Sergio Pérez,Force India,10.0
345,2015,17,Daniel Ricciardo,Red Bull,8.0
346,2015,17,Nico Hülkenberg,Force India,6.0
347,2015,17,Felipe Massa,Williams,4.0
348,2015,17,Romain Grosjean,Lotus F1,2.0
349,2015,17,Daniil Kvyat,Red Bull,1.0
350,2015,17,Carlos Sainz,Toro Rosso,0.0
351,2015,17,Jenson Button,McLaren,0.0
352,2015,17,Valtteri Bottas,Williams,0.0
353,2015,17,Marcus Ericsson,Sauber,0.0
354,2015,17,Felipe Nasr,Sauber,0.0
355,2015,17,Max Verstappen,Toro Rosso,0.0
356,2015,17,Fernando Alonso,McLaren,0.0
357,2015,17,Will Stevens,Manor Marussia,0.0
358,2015,17,Roberto Merhi,Manor Marussia,0.0
359,2015,17,Pastor Maldonado,Lotus F1,0.0
