,Year,GP,Driver,Team,Points
40,1971,1,Howden Ganley,BRM,0.0
41,1971,1,Mario Andretti,Ferrari,0.0
42,1971,1,Alex Soler-Roig,March-Ford,0.0
43,1971,1,Skip Barber,March-Ford,0.0
44,1971,2,Jacky Ickx,Ferrari,9.0
45,1971,2,Pedro Rodríguez,BRM,6.0
46,1971,2,Clay Regazzoni,Ferrari,4.0
47,1971,2,Ronnie Peterson,March-Ford,3.0
48,1971,2,John Surtees,Surtees,2.0
49,1971,2,Jo Siffert,BRM,1.0
50,1971,2,Howden Ganley,BRM,0.0
51,1971,2,Gijs van Lennep,Surtees,0.0
52,1971,2,Jean-Pierre Beltoise,Matra,0.0
53,1971,2,Graham Hill,Brabham,0.0
54,1971,2,Jackie Stewart,Tyrrell,0.0
55,1971,2,Denny Hulme,McLaren,0.0
56,1971,2,Henri Pescarolo,March-Ford,0.0
57,1971,2,Skip Barber,March-Ford,0.0
58,1971,2,Peter Gethin,McLaren,0.0
59,1971,2,Alex Soler-Roig,March-Ford,0.0
60,1971,2,Tim Schenken,Brabham,0.0
61,1971,2,François Cevert,Tyrrell,0.0
62,1971,2,Rolf Stommelen,Surtees,0.0
63,1971,2,Reine Wisell,Lotus-Ford,0.0
64,1971,2,Mario Andretti,Ferrari,0.0
65,1971,2,David Walker,Lotus-Pratt &amp; Whitney,0.0
66,1971,2,Chris Amon,Matra,0.0
67,1971,3,Jackie Stewart,Tyrrell,9.0
68,1971,3,François Cevert,Tyrrell,6.0
69,1971,3,Emerson Fittipaldi,Lotus-Ford,4.0
70,1971,3,Jo Siffert,BRM,3.0
71,1971,3,Chris Amon,Matra,2.0
72,1971,3,Reine Wisell,Lotus-Ford,1.0
73,1971,3,Jean-Pierre Beltoise,Matra,0.0
74,1971,3,John Surtees,Surtees,0.0
75,1971,3,Peter Gethin,McLaren,0.0
76,1971,3,Howden Ganley,BRM,0.0
77,1971,3,Rolf Stommelen,Surtees,0.0
78,1971,3,Tim Schenken,Brabham,0.0
79,1971,3,François Mazet,March-Ford,0.0
80,1971,3,Max Jean,March-Ford,0.0
81,1971,3,Henri Pescarolo,March-Ford,0.0
82,1971,3,Graham Hill,Brabham,0.0
83,1971,3,Andrea de Adamich,March-Alfa Romeo,0.0
84,1971,3,Pedro Rodríguez,BRM,0.0
85,1971,3,Clay Regazzoni,Ferrari,0.0
86,1971,3,Ronnie Peterson,March-Alfa Romeo,0.0
87,1971,3,Denny Hulme,McLaren,0.0
88,1971,3,Jacky Ickx,Ferrari,0.0
89,1971,3,Alex Soler-Roig,March-Ford,0.0
90,1971,4,Jackie Stewart,Tyrrell,9.0
91,1971,4,Ronnie Peterson,March-Ford,6.0
92,1971,4,Emerson Fittipaldi,Lotus-Ford,4.0
93,1971,4,Henri Pescarolo,March-Ford,3.0
94,1971,4,Rolf Stommelen,Surtees,2.0
95,1971,4,John Surtees,Surtees,1.0
96,1971,4,Jean-Pierre Beltoise,Matra,0.0
97,1971,4,Howden Ganley,BRM,0.0
98,1971,4,Jo Siffert,BRM,0.0
99,1971,4,François Cevert,Tyrrell,0.0
100,1971,4,Nanni Galli,March-Ford,0.0
101,1971,4,Tim Schenken,Brabham,0.0
102,1971,4,Reine Wisell,Lotus-Pratt &amp; Whitney,0.0
103,1971,4,Andrea de Adamich,March-Alfa Romeo,0.0
104,1971,4,Peter Gethin,McLaren,0.0
105,1971,4,Jacky Ickx,Ferrari,0.0
106,1971,4,Clay Regazzoni,Ferrari,0.0
107,1971,4,Chris Amon,Matra,0.0
108,1971,4,Denny Hulme,McLaren,0.0
109,1971,4,Derek Bell,Surtees,0.0
110,1971,4,Mike Beuttler,March-Ford,0.0
111,1971,4,Dave Charlton,Lotus-Ford,0.0
112,1971,4,Graham Hill,Brabham,0.0
113,1971,4,Jackie Oliver,McLaren,0.0
114,1971,5,Jackie Stewart,Tyrrell,9.0
115,1971,5,François Cevert,Tyrrell,6.0
116,1971,5,Clay Regazzoni,Ferrari,4.0
117,1971,5,Mario Andretti,Ferrari,3.0
118,1971,5,Ronnie Peterson,March-Ford,2.0
119,1971,5,Tim Schenken,Brabham,1.0
120,1971,5,John Surtees,Surtees,0.0
121,1971,5,Reine Wisell,Lotus-Ford,0.0
122,1971,5,Graham Hill,Brabham,0.0
123,1971,5,Rolf Stommelen,Surtees,0.0
124,1971,5,Vic Elford,BRM,0.0
125,1971,5,Nanni Galli,March-Alfa Romeo,0.0
126,1971,5,Emerson Fittipaldi,Lotus-Ford,0.0
127,1971,5,Jo Siffert,BRM,0.0
128,1971,5,Chris Amon,Matra,0.0
129,1971,5,Henri Pescarolo,March-Ford,0.0
130,1971,5,Peter Gethin,McLaren,0.0
131,1971,5,Denny Hulme,McLaren,0.0
132,1971,5,Mike Beuttler,March-Ford,0.0
133,1971,5,Howden Ganley,BRM,0.0
134,1971,5,Andrea de Adamich,March-Alfa Romeo,0.0
135,1971,5,Jacky Ickx,Ferrari,0.0
136,1971,5,Jo Bonnier,McLaren,0.0
137,1971,6,Jo Siffert,BRM,9.0
138,1971,6,Emerson Fittipaldi,Lotus-Ford,6.0
139,1971,6,Tim Schenken,Brabham,4.0
140,1971,6,Reine Wisell,Lotus-Ford,3.0
141,1971,6,Graham Hill,Brabham,2.0
142,1971,6,Henri Pescarolo,March-Ford,1.0
143,1971,6,Rolf Stommelen,Surtees,0.0
144,1971,6,Ronnie Peterson,March-Ford,0.0
145,1971,6,Jackie Oliver,McLaren,0.0
146,1971,6,Peter Gethin,BRM,0.0
147,1971,6,Helmut Marko,BRM,0.0
148,1971,6,Nanni Galli,March-Alfa Romeo,0.0
149,1971,6,Mike Beuttler,March-Ford,0.0
150,1971,6,François Cevert,Tyrrell,0.0
151,1971,6,Jackie Stewart,Tyrrell,0.0
152,1971,6,Jacky Ickx,Ferrari,0.0
153,1971,6,Niki Lauda,March-Ford,0.0
154,1971,6,John Surtees,Surtees,0.0
155,1971,6,Clay Regazzoni,Ferrari,0.0
156,1971,6,Howden Ganley,BRM,0.0
157,1971,6,Denny Hulme,McLaren,0.0
158,1971,6,Jo Bonnier,McLaren,0.0
159,1971,7,Peter Gethin,BRM,9.0
160,1971,7,Ronnie Peterson,March-Ford,6.0
161,1971,7,François Cevert,Tyrrell,4.0
162,1971,7,Mike Hailwood,Surtees,3.0
163,1971,7,Howden Ganley,BRM,2.0
164,1971,7,Chris Amon,Matra,1.0
165,1971,7,Jackie Oliver,McLaren,0.0
166,1971,7,Emerson Fittipaldi,Lotus-Pratt &amp; Whitney,0.0
167,1971,7,Jo Siffert,BRM,0.0
168,1971,7,Jo Bonnier,McLaren,0.0
169,1971,7,Graham Hill,Brabham,0.0
170,1971,7,Jean-Pierre Jarier,March-Ford,0.0
171,1971,7,Mike Beuttler,March-Ford,0.0
172,1971,7,Henri Pescarolo,March-Ford,0.0
173,1971,7,Andrea de Adamich,March-Alfa Romeo,0.0
174,1971,7,Clay Regazzoni,Ferrari,0.0
175,1971,7,Jacky Ickx,Ferrari,0.0
176,1971,7,Jackie Stewart,Tyrrell,0.0
177,1971,7,Nanni Galli,March-Ford,0.0
178,1971,7,Tim Schenken,Brabham,0.0
179,1971,7,Silvio Moser,Bellasi,0.0
180,1971,7,Helmut Marko,BRM,0.0
181,1971,7,John Surtees,Surtees,0.0
182,1971,7,Rolf Stommelen,Surtees,0.0
183,1971,8,Jackie Stewart,Tyrrell,9.0
184,1971,8,Ronnie Peterson,March-Ford,6.0
185,1971,8,Mark Donohue,McLaren,4.0
186,1971,8,Denny Hulme,McLaren,3.0
187,1971,8,Reine Wisell,Lotus-Ford,2.0
188,1971,8,François Cevert,Tyrrell,1.0
189,1971,8,Emerson Fittipaldi,Lotus-Ford,0.0
190,1971,8,Jacky Ickx,Ferrari,0.0
191,1971,8,Jo Siffert,BRM,0.0
192,1971,8,Chris Amon,Matra,0.0
193,1971,8,John Surtees,Surtees,0.0
194,1971,8,Helmut Marko,BRM,0.0
195,1971,8,Mario Andretti,Ferrari,0.0
196,1971,8,Peter Gethin,BRM,0.0
197,1971,8,George Eaton,BRM,0.0
198,1971,8,Nanni Galli,March-Ford,0.0
199,1971,8,Mike Beuttler,March-Ford,0.0
200,1971,8,Pete Lovely,Lotus-Ford,0.0
201,1971,8,Rolf Stommelen,Surtees,0.0
202,1971,8,Jean-Pierre Beltoise,Matra,0.0
203,1971,8,Skip Barber,March-Ford,0.0
204,1971,8,Clay Regazzoni,Ferrari,0.0
205,1971,8,Graham Hill,Brabham,0.0
206,1971,8,Tim Schenken,Brabham,0.0
207,1971,8,Howden Ganley,BRM,0.0
208,1971,8,Chris Craft,Brabham,0.0
209,1971,9,François Cevert,Tyrrell,9.0
210,1971,9,Jo Siffert,BRM,6.0
211,1971,9,Ronnie Peterson,March-Ford,4.0
212,1971,9,Howden Ganley,BRM,3.0
213,1971,9,Jackie Stewart,Tyrrell,2.0
214,1971,9,Clay Regazzoni,Ferrari,1.0
215,1971,9,Graham Hill,Brabham,0.0
216,1971,9,Jean-Pierre Beltoise,Matra,0.0
217,1971,9,Peter Gethin,BRM,0.0
218,1971,9,David Hobbs,McLaren,0.0
219,1971,9,Andrea de Adamich,March-Alfa Romeo,0.0
220,1971,9,Chris Amon,Matra,0.0
221,1971,9,Helmut Marko,BRM,0.0
222,1971,9,John Cannon,BRM,0.0
223,1971,9,Mike Hailwood,Surtees,0.0
224,1971,9,Jo Bonnier,McLaren,0.0
225,1971,9,John Surtees,Surtees,0.0
226,1971,9,Skip Barber,March-Ford,0.0
227,1971,9,Jacky Ickx,Ferrari,0.0
228,1971,9,Emerson Fittipaldi,Lotus-Ford,0.0
229,1971,9,Pete Lovely,Lotus-Ford,0.0
230,1971,9,Denny Hulme,McLaren,0.0
231,1971,9,Tim Schenken,Brabham,0.0
232,1971,9,Chris Craft,Brabham,0.0
233,1971,9,Sam Posey,Surtees,0.0
234,1971,9,Henri Pescarolo,March-Ford,0.0
235,1971,9,Nanni Galli,March-Ford,0.0
236,1971,9,Reine Wisell,Lotus-Ford,0.0
237,1971,9,Peter Revson,Tyrrell,0.0
