,Year,GP,Driver,Team,Points
0,1975,0,Carlos Pace,Brabham,9.0
1,1975,0,Emerson Fittipaldi,McLaren,6.0
2,1975,0,Jochen Mass,McLaren,4.0
3,1975,0,Clay Regazzoni,Ferrari,3.0
4,1975,0,Niki Lauda,Ferrari,2.0
5,1975,0,James Hunt,Hesketh,1.0
6,1975,0,Mario Andretti,Parnelli,0.0
7,1975,0,Carlos Reutemann,Brabham,0.0
8,1975,0,Jacky Ickx,Team Lotus,0.0
9,1975,0,John Watson,Surtees,0.0
10,1975,0,Jacques Laffite,Williams,0.0
11,1975,0,Graham Hill,Lola,0.0
12,1975,0,Wilson Fittipaldi,Fittipaldi,0.0
13,1975,0,Rolf Stommelen,Lola,0.0
14,1975,0,Ronnie Peterson,Team Lotus,0.0
15,1975,0,Jean-Pierre Jarier,Shadow-Ford,0.0
16,1975,0,Patrick Depailler,Tyrrell,0.0
17,1975,0,Tom Pryce,Shadow-Ford,0.0
18,1975,0,Arturo Merzario,Williams,0.0
19,1975,0,Mark Donohue,Penske,0.0
20,1975,0,Mike Wilds,BRM,0.0
21,1975,0,Jody Scheckter,Tyrrell,0.0
22,1975,0,Vittorio Brambilla,March,0.0
23,1975,1,Jody Scheckter,Tyrrell,9.0
24,1975,1,Carlos Reutemann,Brabham,6.0
25,1975,1,Patrick Depailler,Tyrrell,4.0
26,1975,1,Carlos Pace,Brabham,3.0
27,1975,1,Niki Lauda,Ferrari,2.0
28,1975,1,Jochen Mass,McLaren,1.0
29,1975,1,Rolf Stommelen,Embassy Hill,0.0
30,1975,1,Mark Donohue,Penske,0.0
31,1975,1,Tom Pryce,Shadow-Ford,0.0
32,1975,1,Ronnie Peterson,Team Lotus,0.0
33,1975,1,Guy Tunmer,Team Lotus,0.0
34,1975,1,Jacky Ickx,Team Lotus,0.0
35,1975,1,Eddie Keizan,Team Lotus,0.0
36,1975,1,Dave Charlton,McLaren,0.0
37,1975,1,Bob Evans,BRM,0.0
38,1975,1,Clay Regazzoni,Ferrari,0.0
39,1975,1,Mario Andretti,Parnelli,0.0
40,1975,1,Jacques Laffite,Williams,0.0
41,1975,1,Emerson Fittipaldi,McLaren,0.0
42,1975,1,Ian Scheckter,Tyrrell,0.0
43,1975,1,James Hunt,Hesketh,0.0
44,1975,1,Jean-Pierre Jarier,Shadow-Ford,0.0
45,1975,1,Lella Lombardi,March,0.0
46,1975,1,Arturo Merzario,Williams,0.0
47,1975,1,John Watson,Surtees,0.0
48,1975,1,Vittorio Brambilla,March,0.0
49,1975,1,Wilson Fittipaldi,Fittipaldi,0.0
50,1975,1,Graham Hill,Lola,0.0
51,1975,2,Jochen Mass,McLaren,4.5
52,1975,2,Jacky Ickx,Team Lotus,3.0
53,1975,2,Carlos Reutemann,Brabham,2.0
54,1975,2,Jean-Pierre Jarier,Shadow-Ford,1.5
55,1975,2,Vittorio Brambilla,March,1.0
56,1975,2,Lella Lombardi,March,0.5
57,1975,2,Tony Brise,Williams,0.0
58,1975,2,John Watson,Surtees,0.0
59,1975,2,Clay Regazzoni,Ferrari,0.0
60,1975,2,Rolf Stommelen,Lola,0.0
61,1975,2,Carlos Pace,Brabham,0.0
62,1975,2,Tom Pryce,Shadow-Ford,0.0
63,1975,2,Ronnie Peterson,Team Lotus,0.0
64,1975,2,Roelof Wunderink,Ensign,0.0
65,1975,2,François Migault,Lola,0.0
