,Year,GP,Driver,Team,Points
0,1966,0,John Surtees,Ferrari,9.0
1,1966,0,Jochen Rindt,Cooper-Maserati,6.0
2,1966,0,Lorenzo Bandini,Ferrari,4.0
3,1966,0,Jack Brabham,Brabham-Repco,3.0
4,1966,0,Richie Ginther,Cooper-Maserati,2.0
5,1966,0,Guy Ligier,Cooper-Maserati,0.0
6,1966,0,Dan Gurney,Eagle-Climax,0.0
7,1966,0,Jackie Stewart,BRM,0.0
8,1966,0,Jo Bonnier,Cooper-Maserati,0.0
9,1966,0,Mike Spence,Lotus-BRM,0.0
10,1966,0,Graham Hill,BRM,0.0
11,1966,0,Jim Clark,Lotus-Climax,0.0
12,1966,0,Bob Bondurant,BRM,0.0
13,1966,0,Denny Hulme,Brabham-Climax,0.0
14,1966,0,Jo Siffert,Cooper-Maserati,0.0
15,1966,0,Bruce McLaren,McLaren-Serenissima,0.0
16,1966,0,Peter Arundell,Lotus-BRM,0.0
17,1966,0,Vic Wilson,BRM,0.0
18,1966,1,Jack Brabham,Brabham-Repco,9.0
19,1966,1,Mike Parkes,Ferrari,6.0
20,1966,1,Denny Hulme,Brabham-Repco,4.0
21,1966,1,Jochen Rindt,Cooper-Maserati,3.0
22,1966,1,Dan Gurney,Eagle-Climax,2.0
23,1966,1,John Taylor,Brabham-BRM,1.0
24,1966,1,Bob Anderson,Brabham-Climax,0.0
25,1966,1,Chris Amon,Cooper-Maserati,0.0
26,1966,1,Guy Ligier,Cooper-Maserati,0.0
27,1966,1,Pedro Rodríguez,Lotus-Climax,0.0
28,1966,1,Lorenzo Bandini,Ferrari,0.0
29,1966,1,Jo Bonnier,Brabham-Climax,0.0
30,1966,1,Graham Hill,BRM,0.0
31,1966,1,Jo Siffert,Cooper-Maserati,0.0
32,1966,1,Mike Spence,Lotus-BRM,0.0
33,1966,1,John Surtees,Cooper-Maserati,0.0
34,1966,1,Peter Arundell,Lotus-BRM,0.0
35,1966,2,Jack Brabham,Brabham-Repco,9.0
36,1966,2,Denny Hulme,Brabham-Repco,6.0
37,1966,2,Graham Hill,BRM,4.0
38,1966,2,Jim Clark,Lotus-Climax,3.0
39,1966,2,Jochen Rindt,Cooper-Maserati,2.0
40,1966,2,Bruce McLaren,McLaren-Serenissima,1.0
41,1966,2,Chris Irwin,Brabham-Climax,0.0
42,1966,2,John Taylor,Brabham-BRM,0.0
43,1966,2,Bob Bondurant,BRM,0.0
44,1966,2,Guy Ligier,Cooper-Maserati,0.0
45,1966,2,Chris Lawrence,Cooper-Ferrari,0.0
46,1966,2,Bob Anderson,Brabham-Climax,0.0
47,1966,2,Jo Siffert,Cooper-Maserati,0.0
48,1966,2,John Surtees,Cooper-Maserati,0.0
49,1966,2,Jo Bonnier,Brabham-Climax,0.0
50,1966,2,Peter Arundell,Lotus-BRM,0.0
51,1966,2,Jackie Stewart,BRM,0.0
52,1966,2,Mike Spence,Lotus-BRM,0.0
53,1966,2,Dan Gurney,Eagle-Climax,0.0
54,1966,2,Trevor Taylor,Shannon,0.0
55,1966,3,Jack Brabham,Brabham-Repco,9.0
56,1966,3,Graham Hill,BRM,6.0
57,1966,3,Jim Clark,Lotus-Climax,4.0
58,1966,3,Jackie Stewart,BRM,3.0
59,1966,3,Mike Spence,Lotus-BRM,2.0
60,1966,3,Lorenzo Bandini,Ferrari,1.0
61,1966,3,Jo Bonnier,Cooper-Maserati,0.0
62,1966,3,John Taylor,Brabham-BRM,0.0
63,1966,3,Guy Ligier,Cooper-Maserati,0.0
64,1966,3,Jo Siffert,Cooper-Maserati,0.0
65,1966,3,Bob Anderson,Brabham-Climax,0.0
66,1966,3,John Surtees,Cooper-Maserati,0.0
67,1966,3,Denny Hulme,Brabham-Repco,0.0
68,1966,3,Peter Arundell,Lotus-BRM,0.0
69,1966,3,Dan Gurney,Eagle-Climax,0.0
70,1966,3,Mike Parkes,Ferrari,0.0
71,1966,3,Jochen Rindt,Cooper-Maserati,0.0
72,1966,4,Jack Brabham,Brabham-Repco,9.0
73,1966,4,John Surtees,Cooper-Maserati,6.0
74,1966,4,Jochen Rindt,Cooper-Maserati,4.0
75,1966,4,Graham Hill,BRM,3.0
76,1966,4,Jackie Stewart,BRM,2.0
77,1966,4,Lorenzo Bandini,Ferrari,1.0
78,1966,4,Dan Gurney,Eagle-Climax,0.0
79,1966,4,Peter Arundell,Lotus-BRM,0.0
80,1966,4,Mike Spence,Lotus-BRM,0.0
81,1966,4,Jim Clark,Lotus-Climax,0.0
82,1966,4,Chris Lawrence,Cooper-Ferrari,0.0
83,1966,4,Ludovico Scarfiotti,Ferrari,0.0
84,1966,4,Mike Parkes,Ferrari,0.0
85,1966,4,Denny Hulme,Brabham-Repco,0.0
86,1966,4,Jo Bonnier,Cooper-Maserati,0.0
87,1966,4,Bob Bondurant,BRM,0.0
88,1966,4,Bob Anderson,Brabham-Climax,0.0
