,Year,GP,Driver,Team,Points
51,2017,2,Daniil Kvyat,Toro Rosso,0.0
52,2017,2,Kevin Magnussen,Haas F1 Team,0.0
53,2017,2,Stoffel Vandoorne,McLaren,0.0
54,2017,2,Marcus Ericsson,Sauber,0.0
55,2017,2,Pascal Wehrlein,Sauber,0.0
56,2017,2,Daniel Ricciardo,Red Bull,0.0
57,2017,2,Jolyon Palmer,Renault,0.0
58,2017,2,Romain Grosjean,Haas F1 Team,0.0
59,2017,2,Fernando Alonso,McLaren,0.0
60,2017,3,Lewis Hamilton,Mercedes,25.0
61,2017,3,Sebastian Vettel,Ferrari,18.0
62,2017,3,Daniel Ricciardo,Red Bull,15.0
63,2017,3,Sergio Pérez,Force India,12.0
64,2017,3,Esteban Ocon,Force India,10.0
65,2017,3,Nico Hülkenberg,Renault,8.0
66,2017,3,Carlos Sainz,Toro Rosso,6.0
67,2017,3,Pascal Wehrlein,Sauber,4.0
68,2017,3,Daniil Kvyat,Toro Rosso,2.0
69,2017,3,Romain Grosjean,Haas F1 Team,1.0
70,2017,3,Marcus Ericsson,Sauber,0.0
71,2017,3,Fernando Alonso,McLaren,0.0
72,2017,3,Felipe Massa,Williams,0.0
73,2017,3,Kevin Magnussen,Haas F1 Team,0.0
74,2017,3,Jolyon Palmer,Renault,0.0
75,2017,3,Lance Stroll,Williams,0.0
76,2017,3,Valtteri Bottas,Mercedes,0.0
77,2017,3,Stoffel Vandoorne,McLaren,0.0
78,2017,3,Max Verstappen,Red Bull,0.0
79,2017,3,Kimi Räikkönen,Ferrari,0.0
80,2017,4,Sebastian Vettel,Ferrari,25.0
81,2017,4,Kimi Räikkönen,Ferrari,18.0
82,2017,4,Daniel Ricciardo,Red Bull,15.0
83,2017,4,Valtteri Bottas,Mercedes,12.0
84,2017,4,Max Verstappen,Red Bull,10.0
85,2017,4,Carlos Sainz,Toro Rosso,8.0
86,2017,4,Lewis Hamilton,Mercedes,6.0
87,2017,4,Romain Grosjean,Haas F1 Team,4.0
88,2017,4,Felipe Massa,Williams,2.0
89,2017,4,Kevin Magnussen,Haas F1 Team,1.0
90,2017,4,Jolyon Palmer,Renault,0.0
91,2017,4,Esteban Ocon,Force India,0.0
92,2017,4,Sergio Pérez,Force India,0.0
93,2017,4,Daniil Kvyat,Toro Rosso,0.0
94,2017,4,Lance Stroll,Williams,0.0
95,2017,4,Stoffel Vandoorne,McLaren,0.0
96,2017,4,Marcus Ericsson,Sauber,0.0
97,2017,4,Jenson Button,McLaren,0.0
98,2017,4,Pascal Wehrlein,Sauber,0.0
99,2017,4,Nico Hülkenberg,Renault,0.0
100,2017,5,Lewis Hamilton,Mercedes,25.0
101,2017,5,Valtteri Bottas,Mercedes,18.0
102,2017,5,Daniel Ricciardo,Red Bull,15.0
103,2017,5,Sebastian Vettel,Ferrari,12.0
104,2017,5,Sergio Pérez,Force India,10.0
105,2017,5,Esteban Ocon,Force India,8.0
106,2017,5,Kimi Räikkönen,Ferrari,6.0
107,2017,5,Nico Hülkenberg,Renault,4.0
108,2017,5,Lance Stroll,Williams,2.0
109,2017,5,Romain Grosjean,Haas F1 Team,1.0
110,2017,5,Jolyon Palmer,Renault,0.0
111,2017,5,Kevin Magnussen,Haas F1 Team,0.0
112,2017,5,Marcus Ericsson,Sauber,0.0
113,2017,5,Stoffel Vandoorne,McLaren,0.0
114,2017,5,Pascal Wehrlein,Sauber,0.0
115,2017,5,Fernando Alonso,McLaren,0.0
116,2017,5,Daniil Kvyat,Toro Rosso,0.0
117,2017,5,Max Verstappen,Red Bull,0.0
118,2017,5,Felipe Massa,Williams,0.0
119,2017,5,Carlos Sainz,Toro Rosso,0.0
120,2017,6,Daniel Ricciardo,Red Bull,25.0
121,2017,6,Valtteri Bottas,Mercedes,18.0
122,2017,6,Lance Stroll,Williams,15.0
123,2017,6,Sebastian Vettel,Ferrari,12.0
124,2017,6,Lewis Hamilton,Mercedes,10.0
125,2017,6,Esteban Ocon,Force India,8.0
126,2017,6,Kevin Magnussen,Haas F1 Team,6.0
127,2017,6,Carlos Sainz,Toro Rosso,4.0
128,2017,6,Fernando Alonso,McLaren,2.0
129,2017,6,Pascal Wehrlein,Sauber,1.0
130,2017,6,Marcus Ericsson,Sauber,0.0
131,2017,6,Stoffel Vandoorne,McLaren,0.0
132,2017,6,Romain Grosjean,Haas F1 Team,0.0
133,2017,6,Kimi Räikkönen,Ferrari,0.0
134,2017,6,Sergio Pérez,Force India,0.0
135,2017,6,Felipe Massa,Williams,0.0
136,2017,6,Nico Hülkenberg,Renault,0.0
137,2017,6,Max Verstappen,Red Bull,0.0
138,2017,6,Daniil Kvyat,Toro Rosso,0.0
139,2017,6,Jolyon Palmer,Renault,0.0
140,2017,7,Valtteri Bottas,Mercedes,25.0
141,2017,7,Sebastian Vettel,Ferrari,18.0
142,2017,7,Daniel Ricciardo,Red Bull,15.0
143,2017,7,Lewis Hamilton,Mercedes,12.0
144,2017,7,Kimi Räikkönen,Ferrari,10.0
145,2017,7,Romain Grosjean,Haas F1 Team,8.0
146,2017,7,Sergio Pérez,Force India,6.0
147,2017,7,Esteban Ocon,Force India,4.0
148,2017,7,Felipe Massa,Williams,2.0
149,2017,7,Lance Stroll,Williams,1.0
150,2017,7,Jolyon Palmer,Renault,0.0
151,2017,7,Stoffel Vandoorne,McLaren,0.0
152,2017,7,Nico Hülkenberg,Renault,0.0
153,2017,7,Pascal Wehrlein,Sauber,0.0
154,2017,7,Marcus Ericsson,Sauber,0.0
155,2017,7,Daniil Kvyat,Toro Rosso,0.0
156,2017,7,Carlos Sainz,Toro Rosso,0.0
157,2017,7,Kevin Magnussen,Haas F1 Team,0.0
158,2017,7,Fernando Alonso,McLaren,0.0
159,2017,7,Max Verstappen,Red Bull,0.0
160,2017,8,Lewis Hamilton,Mercedes,25.0
161,2017,8,Valtteri Bottas,Mercedes,18.0
162,2017,8,Kimi Räikkönen,Ferrari,15.0
163,2017,8,Max Verstappen,Red Bull,12.0
164,2017,8,Daniel Ricciardo,Red Bull,10.0
165,2017,8,Nico Hülkenberg,Renault,8.0
166,2017,8,Sebastian Vettel,Ferrari,6.0
167,2017,8,Esteban Ocon,Force India,4.0
168,2017,8,Sergio Pérez,Force India,2.0
169,2017,8,Felipe Massa,Williams,1.0
170,2017,8,Stoffel Vandoorne,McLaren,0.0
171,2017,8,Kevin Magnussen,Haas F1 Team,0.0
172,2017,8,Romain Grosjean,Haas F1 Team,0.0
173,2017,8,Marcus Ericsson,Sauber,0.0
174,2017,8,Daniil Kvyat,Toro Rosso,0.0
175,2017,8,Lance Stroll,Williams,0.0
176,2017,8,Pascal Wehrlein,Sauber,0.0
177,2017,8,Fernando Alonso,McLaren,0.0
178,2017,8,Carlos Sainz,Toro Rosso,0.0
179,2017,8,Jolyon Palmer,Renault,0.0
180,2017,9,Sebastian Vettel,Ferrari,25.0
181,2017,9,Kimi Räikkönen,Ferrari,18.0
182,2017,9,Valtteri Bottas,Mercedes,15.0
183,2017,9,Lewis Hamilton,Mercedes,12.0
184,2017,9,Max Verstappen,Red Bull,10.0
185,2017,9,Fernando Alonso,McLaren,8.0
186,2017,9,Carlos Sainz,Toro Rosso,6.0
187,2017,9,Sergio Pérez,Force India,4.0
188,2017,9,Esteban Ocon,Force India,2.0
189,2017,9,Stoffel Vandoorne,McLaren,1.0
190,2017,9,Daniil Kvyat,Toro Rosso,0.0
191,2017,9,Jolyon Palmer,Renault,0.0
192,2017,9,Kevin Magnussen,Haas F1 Team,0.0
193,2017,9,Lance Stroll,Williams,0.0
194,2017,9,Pascal Wehrlein,Sauber,0.0
195,2017,9,Marcus Ericsson,Sauber,0.0
196,2017,9,Nico Hülkenberg,Renault,0.0
197,2017,9,Paul di Resta,Williams,0.0
198,2017,9,Romain Grosjean,Haas F1 Team,0.0
199,2017,9,Daniel Ricciardo,Red Bull,0.0
200,2017,10,Lewis Hamilton,Mercedes,25.0
201,2017,10,Sebastian Vettel,Ferrari,18.0
202,2017,10,Daniel Ricciardo,Red Bull,15.0
203,2017,10,Kimi Räikkönen,Ferrari,12.0
204,2017,10,Valtteri Bottas,Mercedes,10.0
205,2017,10,Nico Hülkenberg,Renault,8.0
206,2017,10,Romain Grosjean,Haas F1 Team,6.0
207,2017,10,Felipe Massa,Williams,4.0
208,2017,10,Esteban Ocon,Force India,2.0
209,2017,10,Carlos Sainz,Toro Rosso,1.0
210,2017,10,Lance Stroll,Williams,0.0
211,2017,10,Daniil Kvyat,Toro Rosso,0.0
212,2017,10,Jolyon Palmer,Renault,0.0
213,2017,10,Stoffel Vandoorne,McLaren,0.0
214,2017,10,Kevin Magnussen,Haas F1 Team,0.0
215,2017,10,Marcus Ericsson,Sauber,0.0
216,2017,10,Sergio Pérez,Force India,0.0
217,2017,10,Fernando Alonso,McLaren,0.0
218,2017,10,Max Verstappen,Red Bull,0.0
219,2017,10,Pascal Wehrlein,Sauber,0.0
220,2017,11,Lewis Hamilton,Mercedes,25.0
221,2017,11,Valtteri Bottas,Mercedes,18.0
222,2017,11,Sebastian Vettel,Ferrari,15.0
223,2017,11,Daniel Ricciardo,Red Bull,12.0
224,2017,11,Kimi Räikkönen,Ferrari,10.0
225,2017,11,Esteban Ocon,Force India,8.0
226,2017,11,Lance Stroll,Williams,6.0
227,2017,11,Felipe Massa,Williams,4.0
228,2017,11,Sergio Pérez,Force India,2.0
229,2017,11,Max Verstappen,Red Bull,1.0
230,2017,11,Kevin Magnussen,Haas F1 Team,0.0
231,2017,11,Daniil Kvyat,Toro Rosso,0.0
232,2017,11,Nico Hülkenberg,Renault,0.0
233,2017,11,Carlos Sainz,Toro Rosso,0.0
234,2017,11,Romain Grosjean,Haas F1 Team,0.0
235,2017,11,Pascal Wehrlein,Sauber,0.0
236,2017,11,Fernando Alonso,McLaren,0.0
237,2017,11,Marcus Ericsson,Sauber,0.0
238,2017,11,Stoffel Vandoorne,McLaren,0.0
239,2017,11,Jolyon Palmer,Renault,0.0
240,2017,12,Lewis Hamilton,Mercedes,25.0
241,2017,12,Daniel Ricciardo,Red Bull,18.0
242,2017,12,Valtteri Bottas,Mercedes,15.0
243,2017,12,Carlos Sainz,Toro Rosso,12.0
244,2017,12,Sergio Pérez,Force India,10.0
245,2017,12,Jolyon Palmer,Renault,8.0
246,2017,12,Stoffel Vandoorne,McLaren,6.0
247,2017,12,Lance Stroll,Williams,4.0
248,2017,12,Romain Grosjean,Haas F1 Team,2.0
249,2017,12,Esteban Ocon,Force India,1.0
250,2017,12,Felipe Massa,Williams,0.0
251,2017,12,Pascal Wehrlein,Sauber,0.0
252,2017,12,Kevin Magnussen,Haas F1 Team,0.0
253,2017,12,Nico Hülkenberg,Renault,0.0
254,2017,12,Marcus Ericsson,Sauber,0.0
255,2017,12,Daniil Kvyat,Toro Rosso,0.0
256,2017,12,Fernando Alonso,McLaren,0.0
257,2017,12,Sebastian Vettel,Ferrari,0.0
258,2017,12,Max Verstappen,Red Bull,0.0
259,2017,12,Kimi Räikkönen,Ferrari,0.0
260,2017,13,Max Verstappen,Red Bull,25.0
261,2017,13,Lewis Hamilton,Mercedes,18.0
262,2017,13,Daniel Ricciardo,Red Bull,15.0
263,2017,13,Sebastian Vettel,Ferrari,12.0
264,2017,13,Valtteri Bottas,Mercedes,10.0
265,2017,13,Sergio Pérez,Force India,8.0
266,2017,13,Stoffel Vandoorne,McLaren,6.0
267,2017,13,Lance Stroll,Williams,4.0
268,2017,13,Felipe Massa,Williams,2.0
269,2017,13,Esteban Ocon,Force India,1.0
270,2017,13,Fernando Alonso,McLaren,0.0
271,2017,13,Kevin Magnussen,Haas F1 Team,0.0
272,2017,13,Romain Grosjean,Haas F1 Team,0.0
273,2017,13,Pierre Gasly,Toro Rosso,0.0
274,2017,13,Jolyon Palmer,Renault,0.0
275,2017,13,Nico Hülkenberg,Renault,0.0
276,2017,13,Pascal Wehrlein,Sauber,0.0
277,2017,13,Marcus Ericsson,Sauber,0.0
278,2017,13,Carlos Sainz,Toro Rosso,0.0
279,2017,13,Kimi Räikkönen,Ferrari,0.0
280,2017,14,Lewis Hamilton,Mercedes,25.0
281,2017,14,Max Verstappen,Red Bull,18.0
282,2017,14,Daniel Ricciardo,Red Bull,15.0
283,2017,14,Valtteri Bottas,Mercedes,12.0
284,2017,14,Kimi Räikkönen,Ferrari,10.0
285,2017,14,Esteban Ocon,Force India,8.0
286,2017,14,Sergio Pérez,Force India,6.0
287,2017,14,Kevin Magnussen,Haas F1 Team,4.0
288,2017,14,Romain Grosjean,Haas F1 Team,2.0
289,2017,14,Felipe Massa,Williams,1.0
290,2017,14,Fernando Alonso,McLaren,0.0
291,2017,14,Jolyon Palmer,Renault,0.0
292,2017,14,Pierre Gasly,Toro Rosso,0.0
293,2017,14,Stoffel Vandoorne,McLaren,0.0
294,2017,14,Pascal Wehrlein,Sauber,0.0
295,2017,14,Lance Stroll,Williams,0.0
296,2017,14,Nico Hülkenberg,Renault,0.0
297,2017,14,Marcus Ericsson,Sauber,0.0
298,2017,14,Sebastian Vettel,Ferrari,0.0
299,2017,14,Carlos Sainz,Toro Rosso,0.0
300,2017,15,Lewis Hamilton,Mercedes,25.0
301,2017,15,Sebastian Vettel,Ferrari,18.0
302,2017,15,Kimi Räikkönen,Ferrari,15.0
303,2017,15,Max Verstappen,Red Bull,12.0
304,2017,15,Valtteri Bottas,Mercedes,10.0
305,2017,15,Esteban Ocon,Force India,8.0
306,2017,15,Carlos Sainz,Renault,6.0
307,2017,15,Sergio Pérez,Force India,4.0
308,2017,15,Felipe Massa,Williams,2.0
309,2017,15,Daniil Kvyat,Toro Rosso,1.0
310,2017,15,Lance Stroll,Williams,0.0
311,2017,15,Stoffel Vandoorne,McLaren,0.0
312,2017,15,Brendon Hartley,Toro Rosso,0.0
313,2017,15,Romain Grosjean,Haas F1 Team,0.0
314,2017,15,Marcus Ericsson,Sauber,0.0
315,2017,15,Kevin Magnussen,Haas F1 Team,0.0
316,2017,15,Fernando Alonso,McLaren,0.0
317,2017,15,Daniel Ricciardo,Red Bull,0.0
318,2017,15,Pascal Wehrlein,Sauber,0.0
319,2017,15,Nico Hülkenberg,Renault,0.0
320,2017,16,Max Verstappen,Red Bull,25.0
321,2017,16,Valtteri Bottas,Mercedes,18.0
322,2017,16,Kimi Räikkönen,Ferrari,15.0
323,2017,16,Sebastian Vettel,Ferrari,12.0
324,2017,16,Esteban Ocon,Force India,10.0
325,2017,16,Lance Stroll,Williams,8.0
326,2017,16,Sergio Pérez,Force India,6.0
327,2017,16,Kevin Magnussen,Haas F1 Team,4.0
328,2017,16,Lewis Hamilton,Mercedes,2.0
329,2017,16,Fernando Alonso,McLaren,1.0
330,2017,16,Felipe Massa,Williams,0.0
331,2017,16,Stoffel Vandoorne,McLaren,0.0
332,2017,16,Pierre Gasly,Toro Rosso,0.0
333,2017,16,Pascal Wehrlein,Sauber,0.0
334,2017,16,Romain Grosjean,Haas F1 Team,0.0
335,2017,16,Carlos Sainz,Renault,0.0
336,2017,16,Marcus Ericsson,Sauber,0.0
337,2017,16,Brendon Hartley,Toro Rosso,0.0
338,2017,16,Nico Hülkenberg,Renault,0.0
339,2017,16,Daniel Ricciardo,Red Bull,0.0
340,2017,17,Sebastian Vettel,Ferrari,25.0
341,2017,17,Valtteri Bottas,Mercedes,18.0
342,2017,17,Kimi Räikkönen,Ferrari,15.0
343,2017,17,Lewis Hamilton,Mercedes,12.0
344,2017,17,Max Verstappen,Red Bull,10.0
345,2017,17,Daniel Ricciardo,Red Bull,8.0
346,2017,17,Felipe Massa,Williams,6.0
347,2017,17,Fernando Alonso,McLaren,4.0
348,2017,17,Sergio Pérez,Force India,2.0
349,2017,17,Nico Hülkenberg,Renault,1.0
350,2017,17,Carlos Sainz,Renault,0.0
351,2017,17,Pierre Gasly,Toro Rosso,0.0
352,2017,17,Marcus Ericsson,Sauber,0.0
353,2017,17,Pascal Wehrlein,Sauber,0.0
354,2017,17,Romain Grosjean,Haas F1 Team,0.0
355,2017,17,Lance Stroll,Williams,0.0
356,2017,17,Brendon Hartley,Toro Rosso,0.0
357,2017,17,Esteban Ocon,Force India,0.0
358,2017,17,Stoffel Vandoorne,McLaren,0.0
359,2017,17,Kevin Magnussen,Haas F1 Team,0.0
360,2017,18,Valtteri Bottas,Mercedes,25.0
361,2017,18,Lewis Hamilton,Mercedes,18.0
362,2017,18,Sebastian Vettel,Ferrari,15.0
363,2017,18,Kimi Räikkönen,Ferrari,12.0
364,2017,18,Max Verstappen,Red Bull,10.0
365,2017,18,Nico Hülkenberg,Renault,8.0
366,2017,18,Sergio Pérez,Force India,6.0
367,2017,18,Esteban Ocon,Force India,4.0
368,2017,18,Fernando Alonso,McLaren,2.0
369,2017,18,Felipe Massa,Williams,1.0
370,2017,18,Romain Grosjean,Haas F1 Team,0.0
371,2017,18,Stoffel Vandoorne,McLaren,0.0
372,2017,18,Kevin Magnussen,Haas F1 Team,0.0
373,2017,18,Pascal Wehrlein,Sauber,0.0
374,2017,18,Brendon Hartley,Toro Rosso,0.0
375,2017,18,Pierre Gasly,Toro Rosso,0.0
376,2017,18,Marcus Ericsson,Sauber,0.0
377,2017,18,Lance Stroll,Williams,0.0
378,2017,18,Carlos Sainz,Renault,0.0
379,2017,18,Daniel Ricciardo,Red Bull,0.0
