,Year,GP,Driver,Team,Points
62,1963,2,Tony Settember,Scirocco,0.0
63,1963,2,Richie Ginther,BRM,0.0
64,1963,2,Ludovico Scarfiotti,Ferrari,0.0
65,1963,2,Peter Arundell,Lotus-Climax,0.0
66,1963,2,Giancarlo Baghetti,ATS,0.0
67,1963,2,Ian Burgess,Scirocco,0.0
68,1963,2,Nasif Estéfano,De Tomaso,0.0
69,1963,3,Jim Clark,Lotus-Climax,9.0
70,1963,3,John Surtees,Ferrari,6.0
71,1963,3,Graham Hill,BRM,4.0
72,1963,3,Richie Ginther,BRM,3.0
73,1963,3,Lorenzo Bandini,BRM,2.0
74,1963,3,Jim Hall,Lotus-BRM,1.0
75,1963,3,Chris Amon,Lola,0.0
76,1963,3,Mike Hailwood,Lotus-Climax,0.0
77,1963,3,Tony Maggs,Cooper-Climax,0.0
78,1963,3,Carel Godin de Beaufort,Porsche,0.0
79,1963,3,Masten Gregory,Lotus-BRM,0.0
80,1963,3,Bob Anderson,Lola,0.0
81,1963,3,John Campbell-Jones,Lola,0.0
82,1963,3,Jo Siffert,Lotus-BRM,0.0
83,1963,3,Jo Bonnier,Cooper-Climax,0.0
84,1963,3,Dan Gurney,Brabham,0.0
85,1963,3,Ian Raby,Gilby,0.0
86,1963,3,Ian Burgess,Scirocco,0.0
87,1963,3,Jack Brabham,Brabham,0.0
88,1963,3,Innes Ireland,BRP,0.0
89,1963,3,Trevor Taylor,Lotus-Climax,0.0
90,1963,3,Tony Settember,Scirocco,0.0
91,1963,3,Bruce McLaren,Cooper-Climax,0.0
92,1963,3,Nasif Estéfano,De Tomaso,0.0
93,1963,3,Giancarlo Baghetti,ATS,0.0
94,1963,3,Phil Hill,ATS,0.0
95,1963,4,John Surtees,Ferrari,9.0
96,1963,4,Jim Clark,Lotus-Climax,6.0
97,1963,4,Richie Ginther,BRM,4.0
98,1963,4,Gerhard Mitter,Porsche,3.0
99,1963,4,Jim Hall,Lotus-BRM,2.0
100,1963,4,Jo Bonnier,Cooper-Climax,1.0
101,1963,4,Jack Brabham,Brabham,0.0
102,1963,4,Trevor Taylor,Lotus-Climax,0.0
103,1963,4,Jo Siffert,Lotus-BRM,0.0
104,1963,4,Bernard Collomb,Lotus-Climax,0.0
105,1963,4,Carel Godin de Beaufort,Porsche,0.0
106,1963,4,Tony Maggs,Cooper-Climax,0.0
107,1963,4,Dan Gurney,Brabham,0.0
108,1963,4,Mário de Araújo Cabral,Cooper-Climax,0.0
109,1963,4,Ian Burgess,Scirocco,0.0
110,1963,4,Tony Settember,Scirocco,0.0
111,1963,4,Bruce McLaren,Cooper-Climax,0.0
112,1963,4,Graham Hill,BRM,0.0
113,1963,4,Chris Amon,Lola,0.0
114,1963,4,Willy Mairesse,Ferrari,0.0
115,1963,4,Innes Ireland,Lotus-BRM,0.0
116,1963,4,Lorenzo Bandini,BRM,0.0
117,1963,4,André Pilette,Lotus-Climax,0.0
118,1963,4,Ian Raby,Gilby,0.0
119,1963,4,Tim Parnell,Lotus-Climax,0.0
120,1963,4,Kurt Kuhnke,Lotus-Borgward,0.0
121,1963,4,Phil Hill,ATS,0.0
122,1963,4,Giancarlo Baghetti,ATS,0.0
123,1963,4,Masten Gregory,Lotus-BRM,0.0
124,1963,5,Jim Clark,Lotus-Climax,9.0
125,1963,5,Richie Ginther,BRM,6.0
126,1963,5,Bruce McLaren,Cooper-Climax,4.0
127,1963,5,Innes Ireland,BRP,3.0
128,1963,5,Jack Brabham,Brabham,2.0
129,1963,5,Tony Maggs,Cooper-Climax,1.0
130,1963,5,Jo Bonnier,Cooper-Climax,0.0
131,1963,5,Jim Hall,Lotus-BRM,0.0
132,1963,5,Maurice Trintignant,BRM,0.0
133,1963,5,Mike Hailwood,Lola,0.0
134,1963,5,Phil Hill,ATS,0.0
135,1963,5,Bob Anderson,Lola,0.0
136,1963,5,Mike Spence,Lotus-Climax,0.0
137,1963,5,Dan Gurney,Brabham,0.0
138,1963,5,Giancarlo Baghetti,ATS,0.0
139,1963,5,Graham Hill,BRM,0.0
140,1963,5,Jo Siffert,Lotus-BRM,0.0
141,1963,5,Lorenzo Bandini,Ferrari,0.0
142,1963,5,Masten Gregory,Lotus-BRM,0.0
143,1963,5,John Surtees,Ferrari,0.0
144,1963,5,Chris Amon,Lola,0.0
145,1963,5,Mário de Araújo Cabral,Cooper-Climax,0.0
146,1963,5,Ian Raby,Gilby,0.0
147,1963,5,Tony Settember,Scirocco,0.0
148,1963,5,Carel Godin de Beaufort,Porsche,0.0
149,1963,5,Ernesto Brambilla,Cooper-Maserati,0.0
150,1963,5,André Pilette,Lotus-Climax,0.0
151,1963,5,Roberto Lippi,De Tomaso-Ferrari,0.0
152,1963,5,Gerhard Mitter,Porsche,0.0
153,1963,5,Ian Burgess,Scirocco,0.0
154,1963,6,Graham Hill,BRM,9.0
155,1963,6,Richie Ginther,BRM,6.0
156,1963,6,Jim Clark,Lotus-Climax,4.0
157,1963,6,Jack Brabham,Brabham,3.0
158,1963,6,Lorenzo Bandini,Ferrari,2.0
159,1963,6,Carel Godin de Beaufort,Porsche,1.0
160,1963,6,Peter Broeker,Stebro,0.0
161,1963,6,Jo Bonnier,Cooper-Climax,0.0
162,1963,6,John Surtees,Ferrari,0.0
163,1963,6,Jim Hall,Lotus-BRM,0.0
164,1963,6,Bruce McLaren,Cooper-Climax,0.0
165,1963,6,Jo Siffert,Lotus-BRM,0.0
166,1963,6,Tony Maggs,Cooper-Climax,0.0
167,1963,6,Rodger Ward,Lotus-BRM,0.0
168,1963,6,Dan Gurney,Brabham,0.0
169,1963,6,Pedro Rodríguez,Lotus-Climax,0.0
170,1963,6,Trevor Taylor,Lotus-Climax,0.0
171,1963,6,Masten Gregory,Lola,0.0
172,1963,6,Hap Sharp,Lotus-BRM,0.0
173,1963,6,Phil Hill,ATS,0.0
174,1963,6,Giancarlo Baghetti,ATS,0.0
175,1963,6,Walt Hansgen,Lotus-Climax,0.0
176,1963,6,Innes Ireland,Lotus-BRM,0.0
177,1963,6,Ernie de Vos,Stebro,0.0
178,1963,7,Jim Clark,Lotus-Climax,9.0
179,1963,7,Jack Brabham,Brabham,6.0
180,1963,7,Richie Ginther,BRM,4.0
181,1963,7,Graham Hill,BRM,3.0
182,1963,7,Jo Bonnier,Cooper-Climax,2.0
183,1963,7,Dan Gurney,Brabham,1.0
184,1963,7,Hap Sharp,Lotus-BRM,0.0
185,1963,7,Jim Hall,Lotus-BRM,0.0
186,1963,7,Jo Siffert,Lotus-BRM,0.0
187,1963,7,Carel Godin de Beaufort,Porsche,0.0
188,1963,7,Moisés Solana,BRM,0.0
189,1963,7,Phil Hill,ATS,0.0
190,1963,7,Lorenzo Bandini,Ferrari,0.0
191,1963,7,Bruce McLaren,Cooper-Climax,0.0
192,1963,7,Pedro Rodríguez,Lotus-Climax,0.0
193,1963,7,Masten Gregory,Lola,0.0
194,1963,7,John Surtees,Ferrari,0.0
195,1963,7,Trevor Taylor,Lotus-Climax,0.0
196,1963,7,Giancarlo Baghetti,ATS,0.0
197,1963,7,Chris Amon,Lotus-BRM,0.0
198,1963,7,Tony Maggs,Cooper-Climax,0.0
199,1963,7,Frank Dochnal,Cooper-Climax,0.0
200,1963,7,Walt Hansgen,Team Lotus,0.0
201,1963,7,Innes Ireland,Lotus-BRM,0.0
202,1963,7,Thomas Monarch,Lotus-Climax,0.0
203,1963,8,Jim Clark,Lotus-Climax,9.0
204,1963,8,Dan Gurney,Brabham,6.0
205,1963,8,Graham Hill,BRM,4.0
206,1963,8,Bruce McLaren,Cooper-Climax,3.0
207,1963,8,Lorenzo Bandini,Ferrari,2.0
208,1963,8,Jo Bonnier,Cooper-Climax,1.0
209,1963,8,Tony Maggs,Cooper-Climax,0.0
210,1963,8,Trevor Taylor,Lotus-Climax,0.0
211,1963,8,John Love,Cooper-Climax,0.0
212,1963,8,Carel Godin de Beaufort,Porsche,0.0
213,1963,8,Doug Serrurier,LDS,0.0
214,1963,8,Trevor Blokdyk,Cooper-Maserati,0.0
215,1963,8,Jack Brabham,Brabham,0.0
216,1963,8,Brausch Niemann,Lotus-Ford,0.0
217,1963,8,Peter de Klerk,Alfa Romeo,0.0
218,1963,8,David Prophet,Brabham,0.0
219,1963,8,John Surtees,Ferrari,0.0
220,1963,8,Richie Ginther,BRM,0.0
221,1963,8,Ernie Pieterse,Lotus-Climax,0.0
222,1963,8,Sam Tingle,LDS,0.0
223,1963,8,Paddy Driver,Lotus-BRM,0.0
224,1963,8,Neville Lederle,Lotus-Climax,0.0
225,1963,8,Mike Hailwood,Lola,0.0
