,Year,GP,Driver,Team,Points
95,1954,3,Robert Manzon,Ferrari,0.0
96,1954,3,Peter Whitehead,Cooper,0.0
97,1954,4,Juan Fangio,Mercedes,8.0
98,1954,4,José Froilán González,Ferrari,3.0
99,1954,4,Mike Hawthorn,Ferrari,3.0
100,1954,4,Maurice Trintignant,Ferrari,4.0
101,1954,4,Karl Kling,Mercedes,4.0
102,1954,4,Sergio Mantovani,Maserati,2.0
103,1954,4,Piero Taruffi,Ferrari,0.0
104,1954,4,Harry Schell,Maserati,0.0
105,1954,4,Louis Rosier,Ferrari,0.0
106,1954,4,Robert Manzon,Ferrari,0.0
107,1954,4,Jean Behra,Gordini,0.0
108,1954,4,Prince Bira,Maserati,0.0
109,1954,4,Hermann Lang,Mercedes,0.0
110,1954,4,Clemar Bucci,Gordini,0.0
111,1954,4,Theo Helfrich,Klenk,0.0
112,1954,4,Hans Herrmann,Mercedes,0.0
113,1954,4,Paul Frère,Gordini,0.0
114,1954,4,Mike Hawthorn,Ferrari,0.0
115,1954,4,Roberto Mieres,Maserati,0.0
116,1954,4,Stirling Moss,Maserati,0.0
117,1954,4,André Pilette,Gordini,0.0
118,1954,4,Onofre Marimón,Maserati,0.0
119,1954,4,Luigi Villoresi,Maserati,0.0
120,1954,4,Ken Wharton,Maserati,0.0
121,1954,5,Juan Fangio,Mercedes,9.0
122,1954,5,José Froilán González,Ferrari,6.0
123,1954,5,Hans Herrmann,Mercedes,4.0
124,1954,5,Roberto Mieres,Maserati,3.0
125,1954,5,Sergio Mantovani,Maserati,2.0
126,1954,5,Ken Wharton,Maserati,0.0
127,1954,5,Umberto Maglioli,Ferrari,0.0
128,1954,5,Jacques Swaters,Ferrari,0.0
129,1954,5,Karl Kling,Mercedes,0.0
130,1954,5,Maurice Trintignant,Ferrari,0.0
131,1954,5,Mike Hawthorn,Ferrari,0.0
132,1954,5,Harry Schell,Maserati,0.0
133,1954,5,Stirling Moss,Maserati,0.0
134,1954,5,Fred Wacker,Gordini,0.0
135,1954,5,Jean Behra,Gordini,0.0
136,1954,5,Clemar Bucci,Gordini,0.0
137,1954,5,Robert Manzon,Ferrari,0.0
138,1954,6,Juan Fangio,Mercedes,8.0
139,1954,6,Mike Hawthorn,Ferrari,6.0
140,1954,6,Umberto Maglioli,Ferrari,2.0
141,1954,6,José Froilán González,Ferrari,3.0
142,1954,6,Hans Herrmann,Mercedes,3.0
143,1954,6,Maurice Trintignant,Ferrari,2.0
144,1954,6,Fred Wacker,Gordini,0.0
145,1954,6,Peter Collins,Vanwall,0.0
146,1954,6,Louis Rosier,Maserati,0.0
147,1954,6,Sergio Mantovani,Maserati,0.0
148,1954,6,Stirling Moss,Maserati,0.0
149,1954,6,Jorge Daponte,Maserati,0.0
150,1954,6,Alberto Ascari,Ferrari,0.0
151,1954,6,Luigi Villoresi,Maserati,0.0
152,1954,6,Karl Kling,Mercedes,0.0
153,1954,6,Roberto Mieres,Maserati,0.0
154,1954,6,Luigi Musso,Maserati,0.0
155,1954,6,José Froilán González,Ferrari,0.0
156,1954,6,Robert Manzon,Ferrari,0.0
157,1954,6,Clemar Bucci,Gordini,0.0
158,1954,6,Jean Behra,Gordini,0.0
159,1954,6,Giovanni de Riu,Maserati,0.0
160,1954,7,Mike Hawthorn,Ferrari,8.0
161,1954,7,Luigi Musso,Maserati,6.0
162,1954,7,Juan Fangio,Mercedes,4.0
163,1954,7,Roberto Mieres,Maserati,3.0
164,1954,7,Karl Kling,Mercedes,2.0
165,1954,7,Paco Godia,Maserati,0.0
166,1954,7,Louis Rosier,Maserati,0.0
167,1954,7,Ken Wharton,Maserati,0.0
168,1954,7,Prince Bira,Maserati,0.0
169,1954,7,Sergio Mantovani,Maserati,0.0
170,1954,7,Toulo de Graffenried,Maserati,0.0
171,1954,7,Ottorino Volonterio,Maserati,0.0
172,1954,7,Hans Herrmann,Mercedes,0.0
173,1954,7,Maurice Trintignant,Ferrari,0.0
174,1954,7,Jacques Pollet,Gordini,0.0
175,1954,7,Harry Schell,Maserati,0.0
176,1954,7,Stirling Moss,Maserati,0.0
177,1954,7,Jean Behra,Gordini,0.0
178,1954,7,Jacques Swaters,Ferrari,0.0
179,1954,7,Alberto Ascari,Lancia,1.0
180,1954,7,Luigi Villoresi,Lancia,0.0
181,1954,7,Robert Manzon,Ferrari,0.0
182,1954,7,Peter Collins,Vanwall,0.0
