,Year,GP,Driver,Team,Points
38,1962,1,Tony Maggs,Cooper-Climax,0.0
39,1962,1,Bruce McLaren,Cooper-Climax,0.0
40,1962,1,Masten Gregory,Lotus-BRM,0.0
41,1962,1,Innes Ireland,Lotus-Climax,0.0
42,1962,1,Giancarlo Baghetti,Ferrari,0.0
43,1962,1,Dan Gurney,Lotus-BRM,0.0
44,1962,1,Tony Marsh,BRM,0.0
45,1962,1,Jackie Lewis,BRM,0.0
46,1962,1,Gerry Ashmore,BRM,0.0
47,1962,1,Roy Salvadori,Lola,0.0
48,1962,1,Heinz Schiller,Porsche,0.0
49,1962,1,Jo Bonnier,Porsche,0.0
50,1962,2,Dan Gurney,Porsche,9.0
51,1962,2,Tony Maggs,Cooper-Climax,6.0
52,1962,2,Richie Ginther,BRM,4.0
53,1962,2,Bruce McLaren,Cooper-Climax,3.0
54,1962,2,John Surtees,Lola,2.0
55,1962,2,Carel Godin de Beaufort,Porsche,1.0
56,1962,2,Maurice Trintignant,Lotus-Climax,0.0
57,1962,2,Trevor Taylor,Lotus-Climax,0.0
58,1962,2,Graham Hill,BRM,0.0
59,1962,2,Jo Bonnier,Porsche,0.0
60,1962,2,Jim Clark,Lotus-Climax,0.0
61,1962,2,Jackie Lewis,Cooper,0.0
62,1962,2,Roy Salvadori,Lola,0.0
63,1962,2,Masten Gregory,Lotus-BRM,0.0
64,1962,2,Jack Brabham,Lotus-Climax,0.0
65,1962,2,Jo Siffert,Lotus-BRM,0.0
66,1962,2,Innes Ireland,Lotus-Climax,0.0
67,1962,2,Peter Arundell,Team Lotus,0.0
68,1962,2,Tony Marsh,BRM,0.0
69,1962,2,Colin Davis,Porsche,0.0
70,1962,2,Carlo Abate,Lotus-Climax,0.0
71,1962,2,Ian Burgess,Cooper-Climax,0.0
72,1962,3,Jim Clark,Lotus-Climax,9.0
73,1962,3,John Surtees,Lola,6.0
74,1962,3,Bruce McLaren,Cooper-Climax,4.0
75,1962,3,Graham Hill,BRM,3.0
76,1962,3,Jack Brabham,Lotus-Climax,2.0
77,1962,3,Tony Maggs,Cooper-Climax,1.0
78,1962,3,Masten Gregory,Lotus-Climax,0.0
79,1962,3,Trevor Taylor,Lotus-Climax,0.0
80,1962,3,Dan Gurney,Porsche,0.0
81,1962,3,Jackie Lewis,Cooper-Climax,0.0
82,1962,3,Tony Settember,Emeryson,0.0
83,1962,3,Ian Burgess,Cooper-Climax,0.0
84,1962,3,Richie Ginther,BRM,0.0
85,1962,3,Carel Godin de Beaufort,Porsche,0.0
86,1962,3,Jay Chamberlain,Lotus-Climax,0.0
87,1962,3,Innes Ireland,Lotus-Climax,0.0
88,1962,3,Phil Hill,Ferrari,0.0
89,1962,3,Roy Salvadori,Lola,0.0
90,1962,3,Jo Bonnier,Porsche,0.0
91,1962,3,Wolfgang Seidel,Lotus-BRM,0.0
92,1962,3,Tony Shelly,Lotus-Climax,0.0
93,1962,3,Keith Greene,Lotus-Climax,0.0
94,1962,3,Maurice Trintignant,Lotus-Climax,0.0
95,1962,3,John Campbell-Jones,Emeryson,0.0
96,1962,3,Keith Greene,Gilby,0.0
97,1962,3,Jo Siffert,Lotus-BRM,0.0
98,1962,4,Graham Hill,BRM,9.0
99,1962,4,John Surtees,Lola,6.0
100,1962,4,Dan Gurney,Porsche,4.0
101,1962,4,Jim Clark,Lotus-Climax,3.0
102,1962,4,Bruce McLaren,Cooper-Climax,2.0
103,1962,4,Ricardo Rodríguez,Ferrari,1.0
104,1962,4,Jo Bonnier,Porsche,0.0
105,1962,4,Richie Ginther,BRM,0.0
106,1962,4,Tony Maggs,Cooper-Climax,0.0
107,1962,4,Giancarlo Baghetti,Ferrari,0.0
108,1962,4,Ian Burgess,Cooper-Climax,0.0
109,1962,4,Jo Siffert,Lotus-Climax,0.0
110,1962,4,Carel Godin de Beaufort,Porsche,0.0
111,1962,4,Heini Walter,Porsche,0.0
112,1962,4,Nino Vaccarella,Porsche,0.0
113,1962,4,Lucien Bianchi,ENB,0.0
114,1962,4,Jackie Lewis,Cooper-Climax,0.0
115,1962,4,Phil Hill,Ferrari,0.0
116,1962,4,Jack Brabham,Brabham,0.0
117,1962,4,Keith Greene,Gilby,0.0
118,1962,4,Roy Salvadori,Lola,0.0
119,1962,4,Maurice Trintignant,Lotus-Climax,0.0
120,1962,4,Lorenzo Bandini,Ferrari,0.0
121,1962,4,Heinz Schiller,Lotus-BRM,0.0
122,1962,4,Bernard Collomb,Cooper-Climax,0.0
123,1962,4,Trevor Taylor,Lotus-Climax,0.0
124,1962,4,Tony Shelly,Lotus-Climax,0.0
125,1962,4,Wolfgang Seidel,Lotus-BRM,0.0
126,1962,4,Jay Chamberlain,Lotus-Climax,0.0
127,1962,4,Günther Seiffert,Lotus-BRM,0.0
128,1962,5,Graham Hill,BRM,9.0
129,1962,5,Richie Ginther,BRM,6.0
130,1962,5,Bruce McLaren,Cooper-Climax,4.0
131,1962,5,Willy Mairesse,Ferrari,3.0
132,1962,5,Giancarlo Baghetti,Ferrari,2.0
133,1962,5,Jo Bonnier,Porsche,1.0
134,1962,5,Tony Maggs,Cooper-Climax,0.0
135,1962,5,Lorenzo Bandini,Ferrari,0.0
136,1962,5,Nino Vaccarella,Lotus-Climax,0.0
137,1962,5,Carel Godin de Beaufort,Porsche,0.0
138,1962,5,Phil Hill,Ferrari,0.0
139,1962,5,Masten Gregory,Lotus-BRM,0.0
140,1962,5,Dan Gurney,Porsche,0.0
141,1962,5,Ricardo Rodríguez,Ferrari,0.0
142,1962,5,Innes Ireland,Lotus-Climax,0.0
143,1962,5,John Surtees,Lola,0.0
144,1962,5,Roy Salvadori,Lola,0.0
145,1962,5,Trevor Taylor,Lotus-Climax,0.0
146,1962,5,Tony Settember,Emeryson,0.0
147,1962,5,Maurice Trintignant,Lotus-Climax,0.0
148,1962,5,Jim Clark,Lotus-Climax,0.0
149,1962,5,Tony Shelly,Lotus-BRM,0.0
150,1962,5,Keith Greene,Gilby,0.0
151,1962,5,Gerry Ashmore,Lotus-Climax,0.0
152,1962,5,Ian Burgess,Cooper-Climax,0.0
153,1962,5,Jo Siffert,Lotus-BRM,0.0
154,1962,5,Ernesto Prinoth,Lotus-Climax,0.0
155,1962,5,Roberto Lippi,De Tomaso-Osca,0.0
156,1962,5,Jay Chamberlain,Lotus-Climax,0.0
157,1962,5,Nasif Estéfano,De Tomaso,0.0
158,1962,6,Jim Clark,Lotus-Climax,9.0
159,1962,6,Graham Hill,BRM,6.0
160,1962,6,Bruce McLaren,Cooper-Climax,4.0
161,1962,6,Jack Brabham,Brabham,3.0
162,1962,6,Dan Gurney,Porsche,2.0
163,1962,6,Masten Gregory,Lotus-BRM,1.0
164,1962,6,Tony Maggs,Cooper-Climax,0.0
165,1962,6,Innes Ireland,Lotus-Climax,0.0
166,1962,6,Roger Penske,Lotus-Climax,0.0
167,1962,6,Rob Schroeder,Lotus-Climax,0.0
168,1962,6,Hap Sharp,Cooper-Climax,0.0
169,1962,6,Trevor Taylor,Lotus-Climax,0.0
170,1962,6,Jo Bonnier,Porsche,0.0
171,1962,6,Richie Ginther,BRM,0.0
172,1962,6,Maurice Trintignant,Lotus-Climax,0.0
173,1962,6,Timmy Mayer,Cooper-Climax,0.0
174,1962,6,John Surtees,Lola,0.0
175,1962,6,Carel Godin de Beaufort,Porsche,0.0
176,1962,6,Roy Salvadori,Lola,0.0
177,1962,6,Jim Hall,Lotus-Climax,0.0
178,1962,7,Graham Hill,BRM,9.0
179,1962,7,Bruce McLaren,Cooper-Climax,6.0
180,1962,7,Tony Maggs,Cooper-Climax,4.0
181,1962,7,Jack Brabham,Brabham,3.0
182,1962,7,Innes Ireland,Lotus-Climax,2.0
183,1962,7,Neville Lederle,Lotus-Climax,1.0
184,1962,7,Richie Ginther,BRM,0.0
185,1962,7,John Love,Cooper-Climax,0.0
186,1962,7,Bruce Johnstone,BRM,0.0
187,1962,7,Ernie Pieterse,Lotus-Climax,0.0
188,1962,7,Carel Godin de Beaufort,Porsche,0.0
189,1962,7,Jim Clark,Lotus-Climax,0.0
190,1962,7,Doug Serrurier,LDS,0.0
191,1962,7,Roy Salvadori,Lola,0.0
192,1962,7,Mike Harris,Cooper-Alfa Romeo,0.0
193,1962,7,John Surtees,Lola,0.0
194,1962,7,Trevor Taylor,Lotus-Climax,0.0
195,1962,7,Gary Hocking,Lotus-Climax,0.0
196,1962,7,Syd van der Vyver,Lotus-Climax,0.0
197,1962,7,Tony Settember,Emeryson,0.0
198,1962,7,Sam Tingle,Lotus-Climax,0.0
