,Year,GP,Driver,Team,Points
0,2001,0,Michael Schumacher,Ferrari,10.0
1,2001,0,Rubens Barrichello,Ferrari,6.0
2,2001,0,David Coulthard,McLaren,4.0
3,2001,0,Heinz-Harald Frentzen,Jordan,3.0
4,2001,0,Ralf Schumacher,Williams,2.0
5,2001,0,Mika Häkkinen,McLaren,1.0
6,2001,0,Jos Verstappen,Arrows,0.0
7,2001,0,Jarno Trulli,Jordan,0.0
8,2001,0,Jean Alesi,Prost,0.0
9,2001,0,Luciano Burti,Jaguar,0.0
10,2001,0,Jenson Button,Benetton,0.0
11,2001,0,Gastón Mazzacane,Prost,0.0
12,2001,0,Fernando Alonso,Minardi,0.0
13,2001,0,Tarso Marques,Minardi,0.0
14,2001,0,Giancarlo Fisichella,Benetton,0.0
15,2001,0,Jacques Villeneuve,BAR,0.0
16,2001,0,Nick Heidfeld,Sauber,0.0
17,2001,0,Enrique Bernoldi,Arrows,0.0
18,2001,0,Juan Pablo Montoya,Williams,0.0
19,2001,0,Eddie Irvine,Jaguar,0.0
20,2001,0,Olivier Panis,BAR,0.0
21,2001,0,Kimi Räikkönen,Sauber,0.0
22,2001,1,David Coulthard,McLaren,10.0
23,2001,1,Michael Schumacher,Ferrari,6.0
24,2001,1,Nick Heidfeld,Sauber,4.0
25,2001,1,Olivier Panis,BAR,3.0
26,2001,1,Jarno Trulli,Jordan,2.0
27,2001,1,Giancarlo Fisichella,Benetton,1.0
28,2001,1,Jacques Villeneuve,BAR,0.0
29,2001,1,Jean Alesi,Prost,0.0
30,2001,1,Tarso Marques,Minardi,0.0
31,2001,1,Jenson Button,Benetton,0.0
32,2001,1,Heinz-Harald Frentzen,Jordan,0.0
33,2001,1,Kimi Räikkönen,Sauber,0.0
34,2001,1,Ralf Schumacher,Williams,0.0
35,2001,1,Gastón Mazzacane,Prost,0.0
36,2001,1,Eddie Irvine,Jaguar,0.0
37,2001,1,Juan Pablo Montoya,Williams,0.0
38,2001,1,Jos Verstappen,Arrows,0.0
39,2001,1,Luciano Burti,Jaguar,0.0
40,2001,1,Fernando Alonso,Minardi,0.0
41,2001,1,Enrique Bernoldi,Arrows,0.0
42,2001,1,Rubens Barrichello,Ferrari,0.0
