,Year,GP,Driver,Team,Points
0,2018,0,Sebastian Vettel,Ferrari,25.0
1,2018,0,Valtteri Bottas,Mercedes,18.0
2,2018,0,Lewis Hamilton,Mercedes,15.0
3,2018,0,Pierre Gasly,Toro Rosso,12.0
4,2018,0,Kevin Magnussen,Haas F1 Team,10.0
5,2018,0,Nico Hulkenberg,Renault,8.0
6,2018,0,Fernando Alonso,McLaren,6.0
7,2018,0,Stoffel Vandoorne,McLaren,4.0
8,2018,0,Marcus Ericsson,Sauber,2.0
9,2018,0,Esteban Ocon,Force India,1.0
10,2018,0,Carlos Sainz,Renault,0.0
11,2018,0,Charles Leclerc,Sauber,0.0
12,2018,0,Romain Grosjean,Haas F1 Team,0.0
13,2018,0,Lance Stroll,Williams,0.0
14,2018,0,Sergey Sirotkin,Williams,0.0
15,2018,0,Sergio Perez,Force India,0.0
16,2018,0,Brendon Hartley,Toro Rosso,0.0
17,2018,0,Kimi Räikkönen,Ferrari,0.0
18,2018,0,Max Verstappen,Red Bull Racing,0.0
19,2018,0,Daniel Ricciardo,Red Bull Racing,0.0
20,2018,1,Daniel Ricciardo,Red Bull Racing,25.0
21,2018,1,Valtteri Bottas,Mercedes,18.0
22,2018,1,Kimi Räikkönen,Ferrari,15.0
23,2018,1,Lewis Hamilton,Mercedes,12.0
24,2018,1,Max Verstappen,Red Bull Racing,10.0
25,2018,1,Nico Hulkenberg,Renault,8.0
26,2018,1,Fernando Alonso,McLaren,6.0
27,2018,1,Sebastian Vettel,Ferrari,4.0
28,2018,1,Carlos Sainz,Renault,2.0
29,2018,1,Kevin Magnussen,Haas F1 Team,1.0
30,2018,1,Esteban Ocon,Force India,0.0
31,2018,1,Sergio Perez,Force India,0.0
32,2018,1,Stoffel Vandoorne,McLaren,0.0
33,2018,1,Lance Stroll,Williams,0.0
34,2018,1,Sergey Sirotkin,Williams,0.0
35,2018,1,Marcus Ericsson,Sauber,0.0
36,2018,1,Romain Grosjean,Haas F1 Team,0.0
37,2018,1,Pierre Gasly,Toro Rosso,0.0
38,2018,1,Charles Leclerc,Sauber,0.0
39,2018,1,Brendon Hartley,Toro Rosso,0.0
40,2018,2,Lewis Hamilton,Mercedes,25.0
41,2018,2,Kimi Räikkönen,Ferrari,18.0
42,2018,2,Sergio Perez,Force India,15.0
43,2018,2,Sebastian Vettel,Ferrari,12.0
44,2018,2,Carlos Sainz,Renault,10.0
45,2018,2,Charles Leclerc,Sauber,8.0
46,2018,2,Fernando Alonso,McLaren,6.0
47,2018,2,Lance Stroll,Williams,4.0
48,2018,2,Stoffel Vandoorne,McLaren,2.0
49,2018,2,Brendon Hartley,Toro Rosso,1.0
50,2018,2,Marcus Ericsson,Sauber,0.0
51,2018,2,Pierre Gasly,Toro Rosso,0.0
52,2018,2,Kevin Magnussen,Haas F1 Team,0.0
53,2018,2,Valtteri Bottas,Mercedes,0.0
54,2018,2,Romain Grosjean,Haas F1 Team,0.0
55,2018,2,Max Verstappen,Red Bull Racing,0.0
56,2018,2,Daniel Ricciardo,Red Bull Racing,0.0
57,2018,2,Nico Hulkenberg,Renault,0.0
58,2018,2,Esteban Ocon,Force India,0.0
59,2018,2,Sergey Sirotkin,Williams,0.0
60,2018,3,Lewis Hamilton,Mercedes,25.0
61,2018,3,Valtteri Bottas,Mercedes,18.0
62,2018,3,Max Verstappen,Red Bull Racing,15.0
63,2018,3,Sebastian Vettel,Ferrari,12.0
64,2018,3,Daniel Ricciardo,Red Bull Racing,10.0
65,2018,3,Kevin Magnussen,Haas F1 Team,8.0
66,2018,3,Carlos Sainz,Renault,6.0
67,2018,3,Fernando Alonso,McLaren,4.0
68,2018,3,Sergio Perez,Force India,2.0
69,2018,3,Charles Leclerc,Sauber,1.0
70,2018,3,Lance Stroll,Williams,0.0
71,2018,3,Brendon Hartley,Toro Rosso,0.0
72,2018,3,Marcus Ericsson,Sauber,0.0
73,2018,3,Sergey Sirotkin,Williams,0.0
74,2018,3,Stoffel Vandoorne,McLaren,0.0
75,2018,3,Esteban Ocon,Force India,0.0
76,2018,3,Kimi Räikkönen,Ferrari,0.0
77,2018,3,Romain Grosjean,Haas F1 Team,0.0
78,2018,3,Pierre Gasly,Toro Rosso,0.0
79,2018,3,Nico Hulkenberg,Renault,0.0
80,2018,4,Daniel Ricciardo,Red Bull Racing,25.0
81,2018,4,Sebastian Vettel,Ferrari,18.0
82,2018,4,Lewis Hamilton,Mercedes,15.0
83,2018,4,Kimi Räikkönen,Ferrari,12.0
84,2018,4,Valtteri Bottas,Mercedes,10.0
85,2018,4,Esteban Ocon,Force India,8.0
86,2018,4,Pierre Gasly,Toro Rosso,6.0
87,2018,4,Nico Hulkenberg,Renault,4.0
88,2018,4,Max Verstappen,Red Bull Racing,2.0
89,2018,4,Carlos Sainz,Renault,1.0
90,2018,4,Marcus Ericsson,Sauber,0.0
91,2018,4,Sergio Perez,Force India,0.0
92,2018,4,Kevin Magnussen,Haas F1 Team,0.0
93,2018,4,Stoffel Vandoorne,McLaren,0.0
94,2018,4,Romain Grosjean,Haas F1 Team,0.0
95,2018,4,Sergey Sirotkin,Williams,0.0
96,2018,4,Lance Stroll,Williams,0.0
97,2018,4,Charles Leclerc,Sauber,0.0
98,2018,4,Brendon Hartley,Toro Rosso,0.0
99,2018,4,Fernando Alonso,McLaren,0.0
100,2018,5,Sebastian Vettel,Ferrari,25.0
101,2018,5,Valtteri Bottas,Mercedes,18.0
102,2018,5,Max Verstappen,Red Bull Racing,15.0
103,2018,5,Daniel Ricciardo,Red Bull Racing,12.0
104,2018,5,Lewis Hamilton,Mercedes,10.0
105,2018,5,Kimi Räikkönen,Ferrari,8.0
106,2018,5,Nico Hulkenberg,Renault,6.0
107,2018,5,Carlos Sainz,Renault,4.0
108,2018,5,Esteban Ocon,Force India,2.0
109,2018,5,Charles Leclerc,Sauber,1.0
110,2018,5,Pierre Gasly,Toro Rosso,0.0
111,2018,5,Romain Grosjean,Haas F1 Team,0.0
112,2018,5,Kevin Magnussen,Haas F1 Team,0.0
113,2018,5,Sergio Perez,Force India,0.0
114,2018,5,Marcus Ericsson,Sauber,0.0
115,2018,5,Stoffel Vandoorne,McLaren,0.0
116,2018,5,Sergey Sirotkin,Williams,0.0
117,2018,5,Fernando Alonso,McLaren,0.0
118,2018,5,Brendon Hartley,Toro Rosso,0.0
119,2018,5,Lance Stroll,Williams,0.0
120,2018,6,Lewis Hamilton,Mercedes,25.0
121,2018,6,Max Verstappen,Red Bull Racing,18.0
122,2018,6,Kimi Räikkönen,Ferrari,15.0
123,2018,6,Daniel Ricciardo,Red Bull Racing,12.0
124,2018,6,Sebastian Vettel,Ferrari,10.0
125,2018,6,Kevin Magnussen,Haas F1 Team,8.0
126,2018,6,Valtteri Bottas,Mercedes,6.0
127,2018,6,Carlos Sainz,Renault,4.0
128,2018,6,Nico Hulkenberg,Renault,2.0
129,2018,6,Charles Leclerc,Sauber,1.0
130,2018,6,Romain Grosjean,Haas F1 Team,0.0
131,2018,6,Stoffel Vandoorne,McLaren,0.0
132,2018,6,Marcus Ericsson,Sauber,0.0
133,2018,6,Brendon Hartley,Toro Rosso,0.0
134,2018,6,Sergey Sirotkin,Williams,0.0
135,2018,6,Fernando Alonso,McLaren,0.0
136,2018,6,Lance Stroll,Williams,0.0
137,2018,6,Sergio Perez,Force India,0.0
138,2018,6,Esteban Ocon,Force India,0.0
139,2018,6,Pierre Gasly,Toro Rosso,0.0
140,2018,7,Max Verstappen,Red Bull Racing,25.0
141,2018,7,Kimi Räikkönen,Ferrari,18.0
142,2018,7,Sebastian Vettel,Ferrari,15.0
143,2018,7,Romain Grosjean,Haas F1 Team,12.0
144,2018,7,Kevin Magnussen,Haas F1 Team,10.0
145,2018,7,Esteban Ocon,Force India,8.0
146,2018,7,Sergio Perez,Force India,6.0
147,2018,7,Fernando Alonso,McLaren,4.0
148,2018,7,Charles Leclerc,Sauber,2.0
149,2018,7,Marcus Ericsson,Sauber,1.0
150,2018,7,Pierre Gasly,Toro Rosso,0.0
151,2018,7,Carlos Sainz,Renault,0.0
152,2018,7,Sergey Sirotkin,Williams,0.0
153,2018,7,Lance Stroll,Williams,0.0
154,2018,7,Stoffel Vandoorne,McLaren,0.0
155,2018,7,Lewis Hamilton,Mercedes,0.0
156,2018,7,Brendon Hartley,Toro Rosso,0.0
157,2018,7,Daniel Ricciardo,Red Bull Racing,0.0
158,2018,7,Valtteri Bottas,Mercedes,0.0
159,2018,7,Nico Hulkenberg,Renault,0.0
160,2018,8,Sebastian Vettel,Ferrari,25.0
161,2018,8,Lewis Hamilton,Mercedes,18.0
162,2018,8,Kimi Räikkönen,Ferrari,15.0
163,2018,8,Valtteri Bottas,Mercedes,12.0
164,2018,8,Daniel Ricciardo,Red Bull Racing,10.0
165,2018,8,Nico Hulkenberg,Renault,8.0
166,2018,8,Esteban Ocon,Force India,6.0
167,2018,8,Fernando Alonso,McLaren,4.0
168,2018,8,Kevin Magnussen,Haas F1 Team,2.0
169,2018,8,Sergio Perez,Force India,1.0
170,2018,8,Stoffel Vandoorne,McLaren,0.0
171,2018,8,Lance Stroll,Williams,0.0
172,2018,8,Pierre Gasly,Toro Rosso,0.0
173,2018,8,Sergey Sirotkin,Williams,0.0
174,2018,8,Max Verstappen,Red Bull Racing,0.0
175,2018,8,Romain Grosjean,Haas F1 Team,0.0
176,2018,8,Carlos Sainz,Renault,0.0
177,2018,8,Marcus Ericsson,Sauber,0.0
178,2018,8,Charles Leclerc,Sauber,0.0
179,2018,8,Brendon Hartley,Toro Rosso,0.0
180,2018,9,Lewis Hamilton,Mercedes,25.0
181,2018,9,Valtteri Bottas,Mercedes,18.0
182,2018,9,Kimi Räikkönen,Ferrari,15.0
183,2018,9,Max Verstappen,Red Bull Racing,12.0
184,2018,9,Nico Hulkenberg,Renault,10.0
185,2018,9,Romain Grosjean,Haas F1 Team,8.0
186,2018,9,Sergio Perez,Force India,6.0
187,2018,9,Esteban Ocon,Force India,4.0
188,2018,9,Marcus Ericsson,Sauber,2.0
189,2018,9,Brendon Hartley,Toro Rosso,1.0
190,2018,9,Kevin Magnussen,Haas F1 Team,0.0
191,2018,9,Carlos Sainz,Renault,0.0
192,2018,9,Stoffel Vandoorne,McLaren,0.0
193,2018,9,Pierre Gasly,Toro Rosso,0.0
194,2018,9,Charles Leclerc,Sauber,0.0
195,2018,9,Fernando Alonso,McLaren,0.0
196,2018,9,Lance Stroll,Williams,0.0
197,2018,9,Sebastian Vettel,Ferrari,0.0
198,2018,9,Sergey Sirotkin,Williams,0.0
199,2018,9,Daniel Ricciardo,Red Bull Racing,0.0
200,2018,10,Lewis Hamilton,Mercedes,25.0
201,2018,10,Sebastian Vettel,Ferrari,18.0
202,2018,10,Kimi Räikkönen,Ferrari,15.0
203,2018,10,Daniel Ricciardo,Red Bull Racing,12.0
204,2018,10,Valtteri Bottas,Mercedes,10.0
205,2018,10,Pierre Gasly,Toro Rosso,8.0
206,2018,10,Kevin Magnussen,Haas F1 Team,6.0
207,2018,10,Fernando Alonso,McLaren,4.0
208,2018,10,Carlos Sainz,Renault,2.0
209,2018,10,Romain Grosjean,Haas F1 Team,1.0
210,2018,10,Brendon Hartley,Toro Rosso,0.0
211,2018,10,Nico Hulkenberg,Renault,0.0
212,2018,10,Esteban Ocon,Force India,0.0
213,2018,10,Sergio Perez,Force India,0.0
214,2018,10,Marcus Ericsson,Sauber,0.0
215,2018,10,Sergey Sirotkin,Williams,0.0
216,2018,10,Lance Stroll,Williams,0.0
217,2018,10,Stoffel Vandoorne,McLaren,0.0
218,2018,10,Max Verstappen,Red Bull Racing,0.0
219,2018,10,Charles Leclerc,Sauber,0.0
220,2018,11,Sebastian Vettel,Ferrari,25.0
221,2018,11,Lewis Hamilton,Mercedes,18.0
222,2018,11,Max Verstappen,Red Bull Racing,15.0
223,2018,11,Valtteri Bottas,Mercedes,12.0
224,2018,11,Sergio Perez,Racing Point,10.0
225,2018,11,Esteban Ocon,Racing Point,8.0
226,2018,11,Romain Grosjean,Haas F1 Team,6.0
227,2018,11,Kevin Magnussen,Haas F1 Team,4.0
228,2018,11,Pierre Gasly,Toro Rosso,2.0
229,2018,11,Marcus Ericsson,Sauber,1.0
230,2018,11,Carlos Sainz,Renault,0.0
231,2018,11,Sergey Sirotkin,Williams,0.0
232,2018,11,Lance Stroll,Williams,0.0
233,2018,11,Brendon Hartley,Toro Rosso,0.0
234,2018,11,Stoffel Vandoorne,McLaren,0.0
235,2018,11,Daniel Ricciardo,Red Bull Racing,0.0
236,2018,11,Kimi Räikkönen,Ferrari,0.0
237,2018,11,Charles Leclerc,Sauber,0.0
238,2018,11,Fernando Alonso,McLaren,0.0
239,2018,11,Nico Hulkenberg,Renault,0.0
240,2018,12,Lewis Hamilton,Mercedes,25.0
241,2018,12,Kimi Räikkönen,Ferrari,18.0
242,2018,12,Valtteri Bottas,Mercedes,15.0
243,2018,12,Sebastian Vettel,Ferrari,12.0
244,2018,12,Max Verstappen,Red Bull Racing,10.0
245,2018,12,Esteban Ocon,Racing Point,8.0
246,2018,12,Sergio Perez,Racing Point,6.0
247,2018,12,Carlos Sainz,Renault,4.0
248,2018,12,Lance Stroll,Williams,2.0
249,2018,12,Sergey Sirotkin,Williams,1.0
250,2018,12,Charles Leclerc,Sauber,0.0
251,2018,12,Stoffel Vandoorne,McLaren,0.0
252,2018,12,Nico Hulkenberg,Renault,0.0
253,2018,12,Pierre Gasly,Toro Rosso,0.0
254,2018,12,Marcus Ericsson,Sauber,0.0
255,2018,12,Kevin Magnussen,Haas F1 Team,0.0
256,2018,12,Daniel Ricciardo,Red Bull Racing,0.0
257,2018,12,Fernando Alonso,McLaren,0.0
258,2018,12,Brendon Hartley,Toro Rosso,0.0
259,2018,12,Romain Grosjean,Haas F1 Team,0.0
260,2018,13,Lewis Hamilton,Mercedes,25.0
261,2018,13,Max Verstappen,Red Bull Racing,18.0
262,2018,13,Sebastian Vettel,Ferrari,15.0
263,2018,13,Valtteri Bottas,Mercedes,12.0
264,2018,13,Kimi Räikkönen,Ferrari,10.0
265,2018,13,Daniel Ricciardo,Red Bull Racing,8.0
266,2018,13,Fernando Alonso,McLaren,6.0
267,2018,13,Carlos Sainz,Renault,4.0
268,2018,13,Charles Leclerc,Sauber,2.0
269,2018,13,Nico Hulkenberg,Renault,1.0
270,2018,13,Marcus Ericsson,Sauber,0.0
271,2018,13,Stoffel Vandoorne,McLaren,0.0
272,2018,13,Pierre Gasly,Toro Rosso,0.0
273,2018,13,Lance Stroll,Williams,0.0
274,2018,13,Romain Grosjean,Haas F1 Team,0.0
275,2018,13,Sergio Perez,Racing Point,0.0
276,2018,13,Brendon Hartley,Toro Rosso,0.0
277,2018,13,Kevin Magnussen,Haas F1 Team,0.0
278,2018,13,Sergey Sirotkin,Williams,0.0
279,2018,13,Esteban Ocon,Racing Point,0.0
280,2018,14,Lewis Hamilton,Mercedes,25.0
281,2018,14,Valtteri Bottas,Mercedes,18.0
282,2018,14,Sebastian Vettel,Ferrari,15.0
283,2018,14,Kimi Räikkönen,Ferrari,12.0
284,2018,14,Max Verstappen,Red Bull Racing,10.0
285,2018,14,Daniel Ricciardo,Red Bull Racing,8.0
286,2018,14,Charles Leclerc,Sauber,6.0
287,2018,14,Kevin Magnussen,Haas F1 Team,4.0
288,2018,14,Esteban Ocon,Racing Point,2.0
289,2018,14,Sergio Perez,Racing Point,1.0
290,2018,14,Romain Grosjean,Haas F1 Team,0.0
291,2018,14,Nico Hulkenberg,Renault,0.0
292,2018,14,Marcus Ericsson,Sauber,0.0
293,2018,14,Fernando Alonso,McLaren,0.0
294,2018,14,Lance Stroll,Williams,0.0
295,2018,14,Stoffel Vandoorne,McLaren,0.0
296,2018,14,Carlos Sainz,Renault,0.0
297,2018,14,Sergey Sirotkin,Williams,0.0
298,2018,14,Pierre Gasly,Toro Rosso,0.0
299,2018,14,Brendon Hartley,Toro Rosso,0.0
300,2018,15,Lewis Hamilton,Mercedes,25.0
301,2018,15,Valtteri Bottas,Mercedes,18.0
302,2018,15,Max Verstappen,Red Bull Racing,15.0
303,2018,15,Daniel Ricciardo,Red Bull Racing,12.0
304,2018,15,Kimi Räikkönen,Ferrari,10.0
305,2018,15,Sebastian Vettel,Ferrari,8.0
306,2018,15,Sergio Perez,Racing Point,6.0
307,2018,15,Romain Grosjean,Haas F1 Team,4.0
308,2018,15,Esteban Ocon,Racing Point,2.0
309,2018,15,Carlos Sainz,Renault,1.0
310,2018,15,Pierre Gasly,Toro Rosso,0.0
311,2018,15,Marcus Ericsson,Sauber,0.0
312,2018,15,Brendon Hartley,Toro Rosso,0.0
313,2018,15,Fernando Alonso,McLaren,0.0
314,2018,15,Stoffel Vandoorne,McLaren,0.0
315,2018,15,Sergey Sirotkin,Williams,0.0
316,2018,15,Lance Stroll,Williams,0.0
317,2018,15,Charles Leclerc,Sauber,0.0
318,2018,15,Nico Hulkenberg,Renault,0.0
319,2018,15,Kevin Magnussen,Haas F1 Team,0.0
320,2018,16,Kimi Räikkönen,Ferrari,25.0
321,2018,16,Max Verstappen,Red Bull Racing,18.0
322,2018,16,Lewis Hamilton,Mercedes,15.0
323,2018,16,Sebastian Vettel,Ferrari,12.0
324,2018,16,Valtteri Bottas,Mercedes,10.0
325,2018,16,Nico Hulkenberg,Renault,8.0
326,2018,16,Carlos Sainz,Renault,6.0
327,2018,16,Sergio Perez,Racing Point,4.0
328,2018,16,Brendon Hartley,Toro Rosso,2.0
329,2018,16,Marcus Ericsson,Sauber,1.0
330,2018,16,Stoffel Vandoorne,McLaren,0.0
331,2018,16,Pierre Gasly,Toro Rosso,0.0
332,2018,16,Sergey Sirotkin,Williams,0.0
333,2018,16,Lance Stroll,Williams,0.0
334,2018,16,Charles Leclerc,Sauber,0.0
335,2018,16,Daniel Ricciardo,Red Bull Racing,0.0
336,2018,16,Romain Grosjean,Haas F1 Team,0.0
337,2018,16,Fernando Alonso,McLaren,0.0
338,2018,16,Esteban Ocon,Racing Point,0.0
339,2018,16,Kevin Magnussen,Haas F1 Team,0.0
