,Year,GP,Driver,Team,Points
115,1969,7,Pedro Rodríguez,Ferrari,0.0
116,1969,7,Jackie Stewart,Matra-Ford,0.0
117,1969,7,Al Pease,Eagle-Climax,0.0
118,1969,7,John Surtees,BRM,0.0
119,1969,7,Piers Courage,Brabham-Ford,0.0
120,1969,7,John Cordts,Brabham-Climax,0.0
121,1969,7,Denny Hulme,McLaren-Ford,0.0
122,1969,7,Jackie Oliver,BRM,0.0
123,1969,7,Silvio Moser,Brabham-Ford,0.0
124,1969,8,Jochen Rindt,Lotus-Ford,9.0
125,1969,8,Piers Courage,Brabham-Ford,6.0
126,1969,8,John Surtees,BRM,4.0
127,1969,8,Jack Brabham,Brabham-Ford,3.0
128,1969,8,Pedro Rodríguez,Ferrari,2.0
129,1969,8,Silvio Moser,Brabham-Ford,1.0
130,1969,8,Johnny Servoz-Gavin,Matra-Ford,0.0
131,1969,8,Graham Hill,Lotus-Ford,0.0
132,1969,8,Jacky Ickx,Brabham-Ford,0.0
133,1969,8,George Eaton,BRM,0.0
134,1969,8,Jean-Pierre Beltoise,Matra-Ford,0.0
135,1969,8,Denny Hulme,McLaren-Ford,0.0
136,1969,8,Jackie Stewart,Matra-Ford,0.0
137,1969,8,Pete Lovely,Lotus-Ford,0.0
138,1969,8,Jackie Oliver,BRM,0.0
139,1969,8,Jo Siffert,Lotus-Ford,0.0
140,1969,8,Mario Andretti,Lotus-Ford,0.0
141,1969,8,Bruce McLaren,McLaren-Ford,0.0
142,1969,9,Denny Hulme,McLaren-Ford,9.0
143,1969,9,Jacky Ickx,Brabham-Ford,6.0
144,1969,9,Jack Brabham,Brabham-Ford,4.0
145,1969,9,Jackie Stewart,Matra-Ford,3.0
146,1969,9,Jean-Pierre Beltoise,Matra-Ford,2.0
147,1969,9,Jackie Oliver,BRM,1.0
148,1969,9,Pedro Rodríguez,Ferrari,0.0
149,1969,9,Johnny Servoz-Gavin,Matra-Ford,0.0
150,1969,9,Pete Lovely,Lotus-Ford,0.0
151,1969,9,Piers Courage,Brabham-Ford,0.0
152,1969,9,Silvio Moser,Brabham-Ford,0.0
153,1969,9,John Surtees,BRM,0.0
154,1969,9,Jochen Rindt,Lotus-Ford,0.0
155,1969,9,George Eaton,BRM,0.0
156,1969,9,Jo Siffert,Lotus-Ford,0.0
157,1969,9,John Miles,Lotus-Ford,0.0
158,1969,9,Bruce McLaren,McLaren-Ford,0.0
