,Year,GP,Driver,Team,Points
43,1959,1,Carroll Shelby,Aston Martin,0.0
44,1959,1,Roy Salvadori,Aston Martin,0.0
45,1959,2,Tony Brooks,Ferrari,8.0
46,1959,2,Phil Hill,Ferrari,6.0
47,1959,2,Jack Brabham,Cooper-Climax,4.0
48,1959,2,Olivier Gendebien,Ferrari,3.0
49,1959,2,Bruce McLaren,Cooper-Climax,2.0
50,1959,2,Ron Flockhart,BRM,0.0
51,1959,2,Harry Schell,BRM,0.0
52,1959,2,Giorgio Scarlatti,Maserati,0.0
53,1959,2,Carel Godin de Beaufort,Maserati,0.0
54,1959,2,Fritz d'Orey,Maserati,0.0
55,1959,2,Maurice Trintignant,Cooper-Climax,0.0
56,1959,2,Stirling Moss,BRM,1.0
57,1959,2,Jean Behra,Ferrari,0.0
58,1959,2,Roy Salvadori,Cooper-Maserati,0.0
59,1959,2,Dan Gurney,Ferrari,0.0
60,1959,2,Innes Ireland,Team Lotus,0.0
61,1959,2,Ian Burgess,Cooper-Maserati,0.0
62,1959,2,Masten Gregory,Cooper-Climax,0.0
63,1959,2,Graham Hill,Team Lotus,0.0
64,1959,2,Colin Davis,Cooper-Maserati,0.0
65,1959,2,Jo Bonnier,BRM,0.0
66,1959,2,Azdrubal Fontes,Maserati,0.0
67,1959,3,Jack Brabham,Cooper-Climax,8.0
68,1959,3,Stirling Moss,BRM,6.5
69,1959,3,Bruce McLaren,Cooper-Climax,4.5
70,1959,3,Harry Schell,BRM,3.0
71,1959,3,Maurice Trintignant,Cooper-Climax,2.0
72,1959,3,Roy Salvadori,Aston Martin,0.0
73,1959,3,Masten Gregory,Cooper-Climax,0.0
74,1959,3,Alan Stacey,Team Lotus,0.0
75,1959,3,Graham Hill,Team Lotus,0.0
76,1959,3,Chris Bristow,Cooper-Borgward,0.0
77,1959,3,Henry Taylor,Cooper-Climax,0.0
78,1959,3,Peter Ashdown,Cooper-Climax,0.0
79,1959,3,Ivor Bueb,Cooper-Borgward,0.0
80,1959,3,Carroll Shelby,Aston Martin,0.0
81,1959,3,Fritz d'Orey,Maserati,0.0
82,1959,3,Ron Flockhart,BRM,0.0
83,1959,3,Jack Fairman,Cooper-Climax,0.0
84,1959,3,Jo Bonnier,BRM,0.0
85,1959,3,Ian Burgess,Cooper-Maserati,0.0
86,1959,3,Hans Herrmann,Cooper-Maserati,0.0
87,1959,3,David Piper,Team Lotus,0.0
88,1959,3,Brian Naylor,JBW,0.0
89,1959,3,Mike Taylor,Cooper-Climax,0.0
90,1959,3,Tony Brooks,Vanwall,0.0
91,1959,3,Keith Greene,Cooper-Climax,0.0
92,1959,3,Bill Moss,Cooper-Climax,0.0
93,1959,3,Mike Parkes,Fry,0.0
94,1959,3,Dennis Taylor,Team Lotus,0.0
95,1959,3,Trevor Taylor,Cooper-Climax,0.0
96,1959,3,Tim Parnell,Cooper-Climax,0.0
97,1959,4,Tony Brooks,Ferrari,9.0
98,1959,4,Dan Gurney,Ferrari,6.0
99,1959,4,Phil Hill,Ferrari,4.0
100,1959,4,Maurice Trintignant,Cooper-Climax,3.0
101,1959,4,Jo Bonnier,BRM,2.0
102,1959,4,Ian Burgess,Cooper-Maserati,0.0
103,1959,4,Harry Schell,BRM,0.0
104,1959,4,Bruce McLaren,Cooper-Climax,0.0
105,1959,4,Hans Herrmann,BRM,0.0
106,1959,4,Masten Gregory,Cooper-Climax,0.0
107,1959,4,Jack Brabham,Cooper-Climax,0.0
108,1959,4,Graham Hill,Team Lotus,0.0
109,1959,4,Innes Ireland,Team Lotus,0.0
110,1959,4,Cliff Allison,Ferrari,0.0
111,1959,4,Stirling Moss,Cooper-Climax,0.0
112,1959,5,Stirling Moss,Cooper-Climax,9.0
113,1959,5,Masten Gregory,Cooper-Climax,6.0
114,1959,5,Dan Gurney,Ferrari,4.0
115,1959,5,Maurice Trintignant,Cooper-Climax,3.0
116,1959,5,Harry Schell,BRM,2.0
117,1959,5,Roy Salvadori,Aston Martin,0.0
118,1959,5,Ron Flockhart,BRM,0.0
119,1959,5,Carroll Shelby,Aston Martin,0.0
120,1959,5,Tony Brooks,Ferrari,0.0
121,1959,5,Mário de Araújo Cabral,Cooper-Maserati,0.0
122,1959,5,Bruce McLaren,Cooper-Climax,0.0
123,1959,5,Jack Brabham,Cooper-Climax,0.0
124,1959,5,Jo Bonnier,BRM,0.0
125,1959,5,Phil Hill,Ferrari,0.0
126,1959,5,Graham Hill,Team Lotus,0.0
127,1959,5,Innes Ireland,Team Lotus,0.0
128,1959,6,Stirling Moss,Cooper-Climax,8.0
129,1959,6,Phil Hill,Ferrari,7.0
130,1959,6,Jack Brabham,Cooper-Climax,4.0
131,1959,6,Dan Gurney,Ferrari,3.0
132,1959,6,Cliff Allison,Ferrari,2.0
133,1959,6,Olivier Gendebien,Ferrari,0.0
134,1959,6,Harry Schell,BRM,0.0
135,1959,6,Jo Bonnier,BRM,0.0
136,1959,6,Maurice Trintignant,Cooper-Climax,0.0
137,1959,6,Carroll Shelby,Aston Martin,0.0
138,1959,6,Colin Davis,Cooper-Maserati,0.0
139,1959,6,Giorgio Scarlatti,Cooper-Climax,0.0
140,1959,6,Ron Flockhart,BRM,0.0
141,1959,6,Ian Burgess,Cooper-Maserati,0.0
142,1959,6,Giulio Cabianca,Maserati,0.0
143,1959,6,Roy Salvadori,Aston Martin,0.0
144,1959,6,Bruce McLaren,Cooper-Climax,0.0
145,1959,6,Jack Fairman,Cooper-Maserati,0.0
146,1959,6,Innes Ireland,Team Lotus,0.0
147,1959,6,Graham Hill,Team Lotus,0.0
148,1959,6,Tony Brooks,Ferrari,0.0
149,1959,7,Bruce McLaren,Cooper-Climax,8.0
150,1959,7,Maurice Trintignant,Cooper-Climax,7.0
151,1959,7,Tony Brooks,Ferrari,4.0
152,1959,7,Jack Brabham,Cooper-Climax,3.0
153,1959,7,Innes Ireland,Team Lotus,2.0
154,1959,7,Wolfgang von Trips,Ferrari,0.0
155,1959,7,Harry Blanchard,Porsche,0.0
156,1959,7,Cliff Allison,Ferrari,0.0
157,1959,7,Roy Salvadori,Cooper-Maserati,0.0
158,1959,7,Rodger Ward,Kurtis Kraft,0.0
159,1959,7,Alessandro de Tomaso,Cooper-OSCA,0.0
160,1959,7,Phil Hill,Ferrari,0.0
161,1959,7,Fritz d'Orey,Tec-Mec,0.0
162,1959,7,Stirling Moss,Cooper-Climax,0.0
163,1959,7,Harry Schell,Cooper-Climax,0.0
164,1959,7,George Constantine,Cooper-Borgward,0.0
165,1959,7,Alan Stacey,Team Lotus,0.0
166,1959,7,Bob Said,Connaught,0.0
167,1959,7,Phil Cade,Maserati,0.0
