,Year,GP,Driver,Team,Points
0,2014,0,Lewis Hamilton,Mercedes,25.0
1,2014,0,Nico Rosberg,Mercedes,18.0
2,2014,0,Sebastian Vettel,Red Bull,15.0
3,2014,0,Fernando Alonso,Ferrari,12.0
4,2014,0,Nico Hülkenberg,Force India,10.0
5,2014,0,Jenson Button,McLaren,8.0
6,2014,0,Felipe Massa,Williams,6.0
7,2014,0,Valtteri Bottas,Williams,4.0
8,2014,0,Kevin Magnussen,McLaren,2.0
9,2014,0,Daniil Kvyat,Toro Rosso,1.0
10,2014,0,Romain Grosjean,Lotus F1,0.0
11,2014,0,Kimi Räikkönen,Ferrari,0.0
12,2014,0,Kamui Kobayashi,Caterham,0.0
13,2014,0,Marcus Ericsson,Caterham,0.0
14,2014,0,Max Chilton,Marussia,0.0
15,2014,0,Daniel Ricciardo,Red Bull,0.0
16,2014,0,Esteban Gutiérrez,Sauber,0.0
17,2014,0,Adrian Sutil,Sauber,0.0
18,2014,0,Jean-Éric Vergne,Toro Rosso,0.0
19,2014,0,Jules Bianchi,Marussia,0.0
20,2014,0,Pastor Maldonado,Lotus F1,0.0
21,2014,0,Sergio Pérez,Force India,0.0
22,2014,1,Lewis Hamilton,Mercedes,25.0
23,2014,1,Nico Rosberg,Mercedes,18.0
24,2014,1,Sergio Pérez,Force India,15.0
25,2014,1,Daniel Ricciardo,Red Bull,12.0
26,2014,1,Nico Hülkenberg,Force India,10.0
27,2014,1,Sebastian Vettel,Red Bull,8.0
28,2014,1,Felipe Massa,Williams,6.0
29,2014,1,Valtteri Bottas,Williams,4.0
30,2014,1,Fernando Alonso,Ferrari,2.0
31,2014,1,Kimi Räikkönen,Ferrari,1.0
32,2014,1,Daniil Kvyat,Toro Rosso,0.0
33,2014,1,Romain Grosjean,Lotus F1,0.0
34,2014,1,Max Chilton,Marussia,0.0
35,2014,1,Pastor Maldonado,Lotus F1,0.0
36,2014,1,Kamui Kobayashi,Caterham,0.0
37,2014,1,Jules Bianchi,Marussia,0.0
38,2014,1,Jenson Button,McLaren,0.0
39,2014,1,Kevin Magnussen,McLaren,0.0
40,2014,1,Esteban Gutiérrez,Sauber,0.0
41,2014,1,Marcus Ericsson,Caterham,0.0
42,2014,1,Jean-Éric Vergne,Toro Rosso,0.0
43,2014,1,Adrian Sutil,Sauber,0.0
44,2014,2,Lewis Hamilton,Mercedes,25.0
45,2014,2,Nico Rosberg,Mercedes,18.0
46,2014,2,Fernando Alonso,Ferrari,15.0
47,2014,2,Daniel Ricciardo,Red Bull,12.0
48,2014,2,Sebastian Vettel,Red Bull,10.0
49,2014,2,Nico Hülkenberg,Force India,8.0
50,2014,2,Valtteri Bottas,Williams,6.0
51,2014,2,Kimi Räikkönen,Ferrari,4.0
52,2014,2,Sergio Pérez,Force India,2.0
53,2014,2,Daniil Kvyat,Toro Rosso,1.0
54,2014,2,Jenson Button,McLaren,0.0
55,2014,2,Jean-Éric Vergne,Toro Rosso,0.0
56,2014,2,Kevin Magnussen,McLaren,0.0
57,2014,2,Pastor Maldonado,Lotus F1,0.0
58,2014,2,Felipe Massa,Williams,0.0
