,Year,GP,Driver,Team,Points
117,1964,5,Jo Siffert,Brabham-BRM,0.0
118,1964,5,John Surtees,Ferrari,0.0
119,1964,5,Chris Amon,Lotus-Climax,0.0
120,1964,5,Graham Hill,BRM,0.0
121,1964,6,John Surtees,Ferrari,9.0
122,1964,6,Bruce McLaren,Cooper-Climax,6.0
123,1964,6,Lorenzo Bandini,Ferrari,4.0
124,1964,6,Richie Ginther,BRM,3.0
125,1964,6,Innes Ireland,BRP,2.0
126,1964,6,Mike Spence,Lotus-Climax,1.0
127,1964,6,Jo Siffert,Brabham-BRM,0.0
128,1964,6,Giancarlo Baghetti,BRM,0.0
129,1964,6,Ludovico Scarfiotti,Ferrari,0.0
130,1964,6,Dan Gurney,Brabham-Climax,0.0
131,1964,6,Bob Anderson,Brabham-Climax,0.0
132,1964,6,Jo Bonnier,Brabham-Climax,0.0
133,1964,6,Peter Revson,Lotus-BRM,0.0
134,1964,6,Jack Brabham,Brabham-Climax,0.0
135,1964,6,Jim Clark,Lotus-Climax,0.0
136,1964,6,Mário de Araújo Cabral,Derrington,0.0
137,1964,6,Maurice Trintignant,BRM,0.0
138,1964,6,Ronnie Bucknum,Honda,0.0
139,1964,6,Mike Hailwood,Lotus-BRM,0.0
140,1964,6,Graham Hill,BRM,0.0
141,1964,6,Trevor Taylor,BRP,0.0
142,1964,6,Giacomo Russo,Brabham-BRM,0.0
143,1964,6,John Love,Cooper-Climax,0.0
144,1964,6,Ian Raby,Brabham-BRM,0.0
145,1964,7,Graham Hill,BRM,9.0
146,1964,7,John Surtees,Ferrari,6.0
147,1964,7,Jo Siffert,Brabham-BRM,4.0
148,1964,7,Richie Ginther,BRM,3.0
149,1964,7,Walt Hansgen,Lotus-Climax,2.0
150,1964,7,Trevor Taylor,BRP,1.0
151,1964,7,Jim Clark,Lotus-Climax,0.0
152,1964,7,Mike Hailwood,Lotus-BRM,0.0
153,1964,7,Dan Gurney,Brabham-Climax,0.0
154,1964,7,Hap Sharp,Brabham-BRM,0.0
155,1964,7,Lorenzo Bandini,Ferrari,0.0
156,1964,7,Mike Spence,Lotus-Climax,0.0
157,1964,7,Jim Clark,Lotus-Climax,0.0
158,1964,7,Ronnie Bucknum,Honda,0.0
159,1964,7,Chris Amon,Lotus-BRM,0.0
160,1964,7,Jo Bonnier,Brabham-Climax,0.0
161,1964,7,Bruce McLaren,Cooper-Climax,0.0
162,1964,7,Jack Brabham,Brabham-Climax,0.0
163,1964,7,Phil Hill,Cooper-Climax,0.0
164,1964,7,Innes Ireland,BRP,0.0
165,1964,8,Dan Gurney,Brabham-Climax,9.0
166,1964,8,John Surtees,Ferrari,6.0
167,1964,8,Lorenzo Bandini,Ferrari,4.0
168,1964,8,Mike Spence,Lotus-Climax,3.0
169,1964,8,Jim Clark,Lotus-Climax,2.0
170,1964,8,Pedro Rodríguez,Ferrari,1.0
171,1964,8,Bruce McLaren,Cooper-Climax,0.0
172,1964,8,Richie Ginther,BRM,0.0
173,1964,8,Phil Hill,Cooper-Climax,0.0
174,1964,8,Moisés Solana,Lotus-Climax,0.0
175,1964,8,Graham Hill,BRM,0.0
176,1964,8,Innes Ireland,BRP,0.0
177,1964,8,Hap Sharp,Brabham-BRM,0.0
178,1964,8,Chris Amon,Lotus-BRM,0.0
179,1964,8,Jack Brabham,Brabham-Climax,0.0
180,1964,8,Mike Hailwood,Lotus-BRM,0.0
181,1964,8,Jo Siffert,Brabham-BRM,0.0
182,1964,8,Jo Bonnier,Brabham-Climax,0.0
183,1964,8,Trevor Taylor,BRP,0.0
